product_id,old_name,category,price,base_price
P-21262,Pro Camera v5,Appliances,744.96,744.96
P-21263,Compact Monitor v5,Furniture,854.43,854.43
P-21264,Pro Camera v2,Sports,1086.56,1086.56
P-21265,Smart Desk v4,Electronics,144.06,144.06
P-21266,Portable Camera v8,Clothing,1128.37,1128.37
P-21267,Ultra Headphones v6,Electronics,33.66,33.66
P-21268,Premium Mouse v7,Clothing,990.09,990.09
P-21269,Compact Speaker v1,Appliances,909.17,909.17
P-21270,Portable Keyboard v5,Furniture,378.92,378.92
P-21271,Smart Tablet v5,Furniture,304.55,304.55
P-21272,Smart Chair v8,Furniture,1004.94,1004.94
P-21273,Premium Camera v5,Furniture,284.17,284.17
P-21274,Compact Monitor v1,Sports,673.66,673.66
P-21275,Ergonomic Hub v6,Furniture,1030.50,1030.5
P-21276,Portable Mouse v5,Sports,73.28,73.28
P-21277,Premium Monitor v2,Electronics,77.18,77.18
P-21278,Wireless Speaker v2,Electronics,60.87,60.87
P-21279,Smart Chair v3,Electronics,962.71,962.71
P-21280,Compact Hub v3,Appliances,1114.76,1114.76
P-21281,Premium Camera v2,Appliances,1118.70,1118.7
P-21282,Smart Speaker v8,Furniture,1209.06,1209.06
P-21283,Portable Speaker v5,Appliances,366.47,366.47
P-21284,Portable Desk v6,Electronics,1353.92,1353.92
P-21285,Ultra Chair v5,Appliances,879.80,879.8
P-21286,Smart Monitor v6,Sports,980.60,980.6
P-21287,Portable Speaker v9,Books,553.53,553.53
P-21288,Pro Speaker v5,Appliances,1277.80,1277.8
P-21289,Wireless Tablet v4,Sports,1318.23,1318.23
P-21290,Premium Speaker v8,Books,1318.30,1318.3
P-21291,Portable Tablet v8,Clothing,915.21,915.21
P-21292,Compact Mouse v6,Sports,98.54,98.54
P-21293,Premium Tablet v6,Sports,601.64,601.64
P-21294,Smart Speaker v5,Electronics,229.65,229.65
P-21295,Premium Mouse v6,Books,843.03,843.03
P-21296,Smart Speaker v9,Electronics,950.37,950.37
P-21297,Premium Desk v2,Electronics,498.57,498.57
P-21298,Premium Chair v2,Sports,950.70,950.7
P-21299,Premium Headphones v7,Books,1116.56,1116.56
P-21300,Pro Tablet v4,Furniture,1450.75,1450.75
P-21301,Smart Speaker v8,Electronics,1254.63,1254.63
P-21302,Ergonomic Keyboard v3,Books,1398.58,1398.58
P-21303,Premium Desk v1,Appliances,644.95,644.95
P-21304,Smart Desk v7,Books,1206.51,1206.51
P-21305,Smart Speaker v3,Books,1367.99,1367.99
P-21306,Premium Camera v3,Clothing,113.02,113.02
P-21307,Wireless Headphones v4,Furniture,629.45,629.45
P-21308,Ergonomic Headphones v3,Sports,197.91,197.91
P-21309,Ultra Tablet v9,Books,902.92,902.92
P-21310,Portable Headphones v1,Books,1269.12,1269.12
P-21311,Ergonomic Tablet v3,Clothing,929.79,929.79
P-21312,Portable Mouse v6,Clothing,1482.39,1482.39
P-21313,Ergonomic Mouse v4,Electronics,486.43,486.43
P-21314,Ultra Monitor v7,Clothing,56.03,56.03
P-21315,Compact Desk v2,Books,1248.37,1248.37
P-21316,Ultra Mouse v1,Clothing,1355.77,1355.77
P-21317,Compact Desk v7,Electronics,1367.55,1367.55
P-21318,Portable Mouse v8,Clothing,1488.66,1488.66
P-21319,Pro Mouse v1,Furniture,180.73,180.73
P-21320,Portable Headphones v6,Clothing,1019.22,1019.22
P-21321,Pro Camera v1,Electronics,1403.66,1403.66
P-21322,Pro Headphones v2,Sports,91.37,91.37
P-21323,Wireless Mouse v5,Books,808.48,808.48
P-21324,Portable Mouse v8,Electronics,1208.20,1208.2
P-21325,Wireless Desk v9,Clothing,257.35,257.35
P-21326,Premium Desk v2,Books,186.44,186.44
P-21327,Portable Desk v3,Electronics,889.82,889.82
P-21328,Ultra Tablet v9,Sports,344.98,344.98
P-21329,Wireless Speaker v3,Books,194.94,194.94
P-21330,Ultra Camera v8,Appliances,1132.92,1132.92
P-21331,Compact Tablet v9,Appliances,323.01,323.01
P-21332,Compact Mouse v2,Appliances,1283.31,1283.31
P-21333,Pro Desk v9,Appliances,646.22,646.22
P-21334,Ergonomic Camera v7,Furniture,1242.54,1242.54
P-21335,Pro Desk v3,Furniture,906.91,906.91
P-21336,Portable Desk v9,Clothing,959.72,959.72
P-21337,Compact Desk v8,Furniture,84.60,84.6
P-21338,Premium Chair v1,Furniture,624.20,624.2
P-21339,Compact Tablet v7,Sports,757.49,757.49
P-21340,Ultra Speaker v2,Furniture,1491.43,1491.43
P-21341,Ultra Mouse v1,Electronics,174.83,174.83
P-21342,Pro Monitor v4,Electronics,359.95,359.95
P-21343,Compact Speaker v5,Sports,821.71,821.71
P-21344,Compact Monitor v6,Clothing,574.82,574.82
P-21345,Compact Desk v1,Books,498.43,498.43
P-21346,Pro Desk v5,Electronics,1046.04,1046.04
P-21347,Pro Keyboard v5,Books,452.08,452.08
P-21348,Wireless Hub v1,Furniture,189.42,189.42
P-21349,Compact Desk v2,Sports,28.14,28.14
P-21350,Portable Mouse v5,Books,146.82,146.82
P-21351,Pro Tablet v9,Sports,1067.52,1067.52
P-21352,Ergonomic Camera v2,Electronics,943.25,943.25
P-21353,Wireless Mouse v8,Clothing,349.09,349.09
P-21354,Ultra Mouse v1,Sports,447.83,447.83
P-21355,Premium Speaker v5,Clothing,396.56,396.56
P-21356,Premium Hub v7,Books,1411.13,1411.13
P-21357,Ultra Chair v6,Books,1161.34,1161.34
P-21358,Portable Keyboard v2,Appliances,1300.63,1300.63
P-21359,Portable Chair v8,Electronics,582.85,582.85
P-21360,Pro Chair v8,Electronics,113.42,113.42
P-21361,Ultra Chair v5,Appliances,64.29,64.29
P-21362,Ergonomic Monitor v8,Sports,1132.88,1132.88
P-21363,Pro Chair v9,Furniture,27.92,27.92
P-21364,Ergonomic Camera v9,Furniture,1106.70,1106.7
P-21365,Smart Hub v5,Clothing,250.66,250.66
P-21366,Smart Keyboard v9,Books,1348.91,1348.91
P-21367,Premium Tablet v9,Sports,512.99,512.99
P-21368,Premium Hub v4,Appliances,690.90,690.9
P-21369,Ultra Chair v6,Clothing,226.59,226.59
P-21370,Wireless Tablet v6,Appliances,1076.32,1076.32
P-21371,Portable Hub v9,Sports,623.09,623.09
P-21372,Portable Tablet v3,Appliances,1282.87,1282.87
P-21373,Portable Tablet v2,Clothing,475.73,475.73
P-21374,Ergonomic Desk v1,Appliances,880.90,880.9
P-21375,Wireless Desk v2,Clothing,1163.01,1163.01
P-21376,Ultra Speaker v6,Electronics,813.79,813.79
P-21377,Compact Chair v7,Clothing,798.52,798.52
P-21378,Premium Camera v6,Furniture,267.36,267.36
P-21379,Pro Tablet v8,Electronics,521.04,521.04
P-21380,Premium Chair v2,Sports,67.23,67.23
P-21381,Smart Speaker v4,Appliances,545.29,545.29
P-21382,Wireless Tablet v1,Appliances,938.89,938.89
P-21383,Ultra Camera v4,Appliances,1022.51,1022.51
P-21384,Smart Chair v1,Books,643.29,643.29
P-21385,Portable Monitor v3,Sports,1050.57,1050.57
P-21386,Compact Camera v1,Clothing,627.84,627.84
P-21387,Wireless Monitor v3,Furniture,514.20,514.2
P-21388,Ultra Camera v5,Electronics,277.30,277.3
P-21389,Smart Camera v7,Sports,255.59,255.59
P-21390,Wireless Hub v9,Furniture,211.03,211.03
P-21391,Smart Desk v5,Appliances,1088.76,1088.76
P-21392,Smart Camera v3,Appliances,878.52,878.52
P-21393,Smart Monitor v2,Books,964.22,964.22
P-21394,Ultra Tablet v9,Furniture,337.74,337.74
P-21395,Ergonomic Monitor v3,Books,745.08,745.08
P-21396,Smart Chair v3,Clothing,168.60,168.6
P-21397,Compact Camera v5,Appliances,728.72,728.72
P-21398,Pro Desk v9,Clothing,1054.08,1054.08
P-21399,Pro Tablet v6,Clothing,28.51,28.51
P-21400,Pro Chair v2,Furniture,1469.96,1469.96
P-21401,Compact Monitor v7,Electronics,865.56,865.56
P-21402,Portable Tablet v7,Books,1443.66,1443.66
P-21403,Compact Camera v6,Electronics,815.77,815.77
P-21404,Premium Camera v1,Clothing,440.04,440.04
P-21405,Compact Speaker v8,Furniture,629.00,629.0
P-21406,Pro Camera v4,Furniture,928.72,928.72
P-21407,Premium Keyboard v2,Books,318.33,318.33
P-21408,Portable Tablet v3,Appliances,1494.60,1494.6
P-21409,Wireless Speaker v9,Sports,1113.92,1113.92
P-21410,Compact Monitor v2,Books,289.93,289.93
P-21411,Wireless Desk v9,Furniture,905.98,905.98
P-21412,Ergonomic Speaker v4,Sports,393.84,393.84
P-21413,Premium Speaker v2,Sports,400.16,400.16
P-21414,Premium Chair v3,Electronics,755.30,755.3
P-21415,Ultra Chair v4,Appliances,556.94,556.94
P-21416,Ultra Monitor v4,Books,844.09,844.09
P-21417,Compact Camera v8,Sports,549.29,549.29
P-21418,Pro Mouse v8,Clothing,1411.77,1411.77
P-21419,Pro Mouse v5,Appliances,31.01,31.01
P-21420,Pro Headphones v5,Appliances,1343.65,1343.65
P-21421,Smart Headphones v1,Furniture,1165.87,1165.87
P-21422,Pro Desk v6,Furniture,214.74,214.74
P-21423,Compact Speaker v6,Appliances,839.80,839.8
P-21424,Ultra Mouse v4,Electronics,1498.49,1498.49
P-21425,Wireless Camera v5,Furniture,562.30,562.3
P-21426,Smart Headphones v3,Furniture,716.66,716.66
P-21427,Smart Mouse v1,Sports,1450.96,1450.96
P-21428,Ultra Monitor v5,Clothing,772.92,772.92
P-21429,Ergonomic Monitor v4,Clothing,1362.71,1362.71
P-21430,Portable Mouse v2,Books,672.80,672.8
P-21431,Ultra Tablet v8,Furniture,398.14,398.14
P-21432,Smart Desk v6,Books,773.02,773.02
P-21433,Wireless Desk v3,Sports,77.86,77.86
P-21434,Compact Hub v1,Clothing,238.26,238.26
P-21435,Compact Speaker v8,Clothing,72.28,72.28
P-21436,Pro Monitor v7,Appliances,138.16,138.16
P-21437,Compact Monitor v3,Clothing,648.21,648.21
P-21438,Compact Camera v3,Appliances,942.35,942.35
P-21439,Wireless Camera v2,Furniture,988.04,988.04
P-21440,Compact Mouse v4,Sports,1353.53,1353.53
P-21441,Wireless Speaker v5,Sports,1439.27,1439.27
P-21442,Portable Keyboard v5,Furniture,1103.77,1103.77
P-21443,Ergonomic Tablet v8,Appliances,1134.31,1134.31
P-21444,Ultra Hub v6,Electronics,73.79,73.79
P-21445,Premium Keyboard v5,Sports,98.66,98.66
P-21446,Smart Chair v6,Books,186.83,186.83
P-21447,Premium Monitor v8,Sports,1077.81,1077.81
P-21448,Ultra Speaker v7,Appliances,371.46,371.46
P-21449,Smart Tablet v3,Books,235.70,235.7
P-21450,Smart Speaker v7,Books,470.87,470.87
P-21451,Premium Headphones v8,Sports,459.34,459.34
P-21452,Ergonomic Tablet v4,Appliances,1431.43,1431.43
P-21453,Ultra Desk v6,Clothing,843.96,843.96
P-21454,Compact Mouse v7,Appliances,304.48,304.48
P-21455,Smart Chair v4,Books,81.29,81.29
P-21456,Portable Speaker v7,Clothing,513.25,513.25
P-21457,Premium Chair v3,Books,1474.51,1474.51
P-21458,Ergonomic Chair v5,Appliances,122.90,122.9
P-21459,Premium Hub v7,Electronics,1257.09,1257.09
P-21460,Ergonomic Monitor v9,Books,39.89,39.89
P-21461,Smart Speaker v7,Furniture,1272.37,1272.37
P-21462,Ultra Camera v3,Sports,140.53,140.53
P-21463,Smart Speaker v2,Clothing,270.12,270.12
P-21464,Ergonomic Keyboard v2,Appliances,330.59,330.59
P-21465,Smart Headphones v7,Sports,1221.83,1221.83
P-21466,Pro Desk v8,Books,201.75,201.75
P-21467,Ergonomic Headphones v2,Clothing,1435.21,1435.21
P-21468,Premium Mouse v5,Clothing,1162.74,1162.74
P-21469,Compact Desk v2,Furniture,1378.71,1378.71
P-21470,Compact Tablet v1,Sports,680.44,680.44
P-21471,Ultra Speaker v2,Clothing,833.50,833.5
P-21472,Premium Keyboard v6,Clothing,732.03,732.03
P-21473,Smart Camera v2,Appliances,1200.49,1200.49
P-21474,Pro Camera v9,Electronics,942.39,942.39
P-21475,Compact Keyboard v3,Appliances,1223.79,1223.79
P-21476,Pro Mouse v1,Clothing,1012.30,1012.3
P-21477,Ultra Camera v2,Books,667.22,667.22
P-21478,Portable Desk v6,Appliances,20.51,20.51
P-21479,Premium Monitor v5,Electronics,114.33,114.33
P-21480,Wireless Hub v2,Sports,1423.19,1423.19
P-21481,Compact Tablet v5,Sports,506.02,506.02
P-21482,Ergonomic Mouse v5,Furniture,294.96,294.96
P-21483,Wireless Tablet v2,Appliances,647.63,647.63
P-21484,Wireless Headphones v2,Electronics,1054.81,1054.81
P-21485,Ultra Tablet v2,Clothing,287.53,287.53
P-21486,Pro Tablet v6,Furniture,473.51,473.51
P-21487,Compact Desk v9,Electronics,968.83,968.83
P-21488,Compact Mouse v3,Electronics,368.09,368.09
P-21489,Premium Desk v2,Appliances,1119.54,1119.54
P-21490,Ergonomic Headphones v7,Clothing,236.27,236.27
P-21491,Smart Tablet v1,Clothing,131.74,131.74
P-21492,Ergonomic Headphones v9,Appliances,851.28,851.28
P-21493,Wireless Headphones v4,Books,1328.99,1328.99
P-21494,Ergonomic Speaker v6,Appliances,221.93,221.93
P-21495,Smart Chair v8,Electronics,1241.30,1241.3
P-21496,Premium Camera v3,Books,274.34,274.34
P-21497,Ultra Monitor v9,Sports,927.28,927.28
P-21498,Ergonomic Headphones v3,Furniture,1269.90,1269.9
P-21499,Pro Keyboard v5,Clothing,1438.69,1438.69
P-21500,Pro Monitor v9,Appliances,1405.57,1405.57
P-21501,Smart Speaker v7,Appliances,59.79,59.79
P-21502,Pro Keyboard v3,Electronics,218.07,218.07
P-21503,Ultra Speaker v4,Clothing,1374.69,1374.69
P-21504,Smart Hub v7,Electronics,192.42,192.42
P-21505,Ergonomic Tablet v2,Sports,1184.91,1184.91
P-21506,Ultra Chair v5,Appliances,245.85,245.85
P-21507,Compact Tablet v2,Sports,1157.88,1157.88
P-21508,Premium Tablet v1,Electronics,684.90,684.9
P-21509,Wireless Camera v3,Sports,1362.58,1362.58
P-21510,Premium Headphones v7,Furniture,1481.97,1481.97
P-21511,Premium Tablet v8,Clothing,237.93,237.93
P-21512,Smart Monitor v9,Appliances,1301.93,1301.93
P-21513,Compact Tablet v6,Furniture,885.94,885.94
P-21514,Ultra Desk v6,Sports,97.75,97.75
P-21515,Wireless Keyboard v2,Books,1113.86,1113.86
P-21516,Smart Keyboard v4,Sports,288.07,288.07
P-21517,Premium Chair v7,Sports,1496.06,1496.06
P-21518,Pro Monitor v4,Furniture,1409.34,1409.34
P-21519,Ultra Chair v2,Sports,854.67,854.67
P-21520,Premium Hub v2,Clothing,1479.81,1479.81
P-21521,Ergonomic Hub v6,Electronics,469.19,469.19
P-21522,Ultra Mouse v1,Appliances,327.67,327.67
P-21523,Ergonomic Mouse v9,Clothing,170.35,170.35
P-21524,Pro Mouse v4,Clothing,1108.57,1108.57
P-21525,Premium Mouse v1,Appliances,1290.04,1290.04
P-21526,Wireless Headphones v7,Sports,305.98,305.98
P-21527,Smart Chair v6,Books,807.39,807.39
P-21528,Smart Desk v7,Sports,1427.99,1427.99
P-21529,Ultra Speaker v1,Furniture,659.35,659.35
P-21530,Compact Hub v2,Clothing,710.07,710.07
P-21531,Portable Hub v7,Sports,827.86,827.86
P-21532,Wireless Mouse v8,Sports,1384.72,1384.72
P-21533,Smart Camera v2,Electronics,372.69,372.69
P-21534,Premium Mouse v6,Clothing,1343.01,1343.01
P-21535,Ultra Mouse v6,Furniture,493.42,493.42
P-21536,Ultra Keyboard v4,Clothing,786.34,786.34
P-21537,Pro Monitor v6,Furniture,1417.41,1417.41
P-21538,Portable Hub v6,Sports,584.73,584.73
P-21539,Pro Hub v3,Furniture,598.91,598.91
P-21540,Compact Mouse v2,Furniture,276.15,276.15
P-21541,Ultra Desk v2,Sports,89.98,89.98
P-21542,Compact Speaker v8,Clothing,1092.11,1092.11
P-21543,Wireless Chair v7,Sports,751.86,751.86
P-21544,Ergonomic Headphones v2,Furniture,599.07,599.07
P-21545,Portable Monitor v7,Books,879.63,879.63
P-21546,Portable Desk v6,Furniture,220.88,220.88
P-21547,Pro Headphones v8,Appliances,172.42,172.42
P-21548,Ultra Headphones v5,Sports,43.80,43.8
P-21549,Pro Monitor v8,Clothing,368.27,368.27
P-21550,Ultra Hub v7,Furniture,1358.30,1358.3
P-21551,Wireless Monitor v3,Sports,1456.56,1456.56
P-21552,Portable Chair v7,Clothing,94.00,94.0
P-21553,Ultra Speaker v3,Sports,569.30,569.3
P-21554,Pro Speaker v9,Appliances,476.97,476.97
P-21555,Pro Speaker v4,Appliances,1344.10,1344.1
P-21556,Premium Mouse v3,Sports,562.59,562.59
P-21557,Wireless Camera v7,Sports,473.94,473.94
P-21558,Compact Mouse v4,Sports,1236.89,1236.89
P-21559,Ergonomic Tablet v4,Clothing,1386.13,1386.13
P-21560,Pro Hub v9,Furniture,960.50,960.5
P-21561,Compact Keyboard v8,Clothing,1106.84,1106.84
P-21562,Compact Mouse v2,Appliances,1060.66,1060.66
P-21563,Compact Speaker v2,Furniture,410.46,410.46
P-21564,Pro Keyboard v1,Clothing,992.81,992.81
P-21565,Smart Headphones v2,Electronics,1067.60,1067.6
P-21566,Wireless Speaker v7,Furniture,665.34,665.34
P-21567,Smart Speaker v4,Furniture,1381.51,1381.51
P-21568,Ultra Keyboard v2,Appliances,217.14,217.14
P-21569,Ultra Monitor v7,Books,321.66,321.66
P-21570,Ultra Keyboard v6,Clothing,625.75,625.75
P-21571,Wireless Tablet v1,Books,178.76,178.76
P-21572,Wireless Camera v1,Books,922.59,922.59
P-21573,Pro Keyboard v9,Appliances,338.08,338.08
P-21574,Compact Tablet v6,Appliances,932.20,932.2
P-21575,Premium Tablet v6,Books,750.83,750.83
P-21576,Ergonomic Headphones v3,Clothing,783.89,783.89
P-21577,Portable Keyboard v7,Sports,133.35,133.35
P-21578,Smart Keyboard v6,Electronics,900.58,900.58
P-21579,Pro Monitor v9,Clothing,948.33,948.33
P-21580,Smart Camera v4,Furniture,499.33,499.33
P-21581,Smart Camera v3,Electronics,419.24,419.24
P-21582,Portable Keyboard v7,Sports,1240.28,1240.28
P-21583,Ultra Mouse v8,Electronics,1006.53,1006.53
P-21584,Wireless Tablet v6,Sports,177.46,177.46
P-21585,Compact Monitor v9,Furniture,333.25,333.25
P-21586,Smart Keyboard v9,Furniture,25.12,25.12
P-21587,Ergonomic Chair v8,Sports,291.82,291.82
P-21588,Portable Desk v4,Books,636.11,636.11
P-21589,Pro Hub v9,Furniture,494.68,494.68
P-21590,Premium Monitor v9,Clothing,1107.55,1107.55
P-21591,Pro Desk v3,Sports,231.84,231.84
P-21592,Premium Hub v3,Electronics,439.30,439.3
P-21593,Ultra Camera v1,Electronics,1425.52,1425.52
P-21594,Smart Desk v2,Appliances,1037.06,1037.06
P-21595,Pro Camera v1,Clothing,727.88,727.88
P-21596,Premium Mouse v5,Appliances,416.78,416.78
P-21597,Wireless Camera v8,Electronics,308.67,308.67
P-21598,Premium Chair v1,Furniture,291.64,291.64
P-21599,Compact Hub v7,Appliances,693.54,693.54
P-21600,Wireless Keyboard v7,Sports,169.68,169.68
P-21601,Smart Keyboard v9,Appliances,1176.78,1176.78
P-21602,Wireless Tablet v3,Books,263.31,263.31
P-21603,Wireless Monitor v6,Books,270.41,270.41
P-21604,Compact Chair v3,Appliances,1466.35,1466.35
P-21605,Portable Monitor v1,Sports,373.53,373.53
P-21606,Smart Headphones v6,Sports,312.27,312.27
P-21607,Compact Mouse v1,Sports,1053.11,1053.11
P-21608,Smart Keyboard v2,Books,727.93,727.93
P-21609,Portable Chair v9,Clothing,336.97,336.97
P-21610,Premium Hub v4,Books,1343.55,1343.55
P-21611,Pro Keyboard v4,Electronics,83.89,83.89
P-21612,Portable Desk v8,Furniture,971.45,971.45
P-21613,Ultra Keyboard v2,Appliances,616.78,616.78
P-21614,Premium Headphones v3,Electronics,330.44,330.44
P-21615,Pro Hub v6,Books,138.57,138.57
P-21616,Wireless Camera v5,Furniture,325.02,325.02
P-21617,Ultra Speaker v1,Books,1465.98,1465.98
P-21618,Wireless Keyboard v8,Electronics,602.51,602.51
P-21619,Wireless Chair v4,Sports,1272.05,1272.05
P-21620,Ergonomic Monitor v3,Furniture,1400.64,1400.64
P-21621,Compact Headphones v2,Appliances,1453.95,1453.95
P-21622,Compact Mouse v2,Furniture,88.39,88.39
P-21623,Smart Chair v2,Furniture,1315.05,1315.05
P-21624,Portable Hub v6,Furniture,1308.07,1308.07
P-21625,Premium Mouse v1,Sports,449.22,449.22
P-21626,Portable Desk v4,Sports,44.83,44.83
P-21627,Wireless Monitor v4,Books,569.83,569.83
P-21628,Wireless Tablet v2,Electronics,662.33,662.33
P-21629,Ergonomic Keyboard v2,Furniture,503.74,503.74
P-21630,Premium Headphones v7,Sports,1388.71,1388.71
P-21631,Wireless Hub v4,Furniture,470.92,470.92
P-21632,Pro Keyboard v9,Books,907.55,907.55
P-21633,Wireless Speaker v2,Books,1239.30,1239.3
P-21634,Portable Keyboard v2,Electronics,921.63,921.63
P-21635,Portable Tablet v2,Furniture,631.34,631.34
P-21636,Premium Hub v3,Books,1087.31,1087.31
P-21637,Smart Tablet v3,Clothing,33.15,33.15
P-21638,Wireless Headphones v1,Furniture,251.64,251.64
P-21639,Ergonomic Hub v1,Furniture,644.56,644.56
P-21640,Ultra Headphones v5,Clothing,865.83,865.83
P-21641,Wireless Monitor v6,Appliances,195.89,195.89
P-21642,Pro Hub v5,Sports,917.79,917.79
P-21643,Portable Monitor v9,Books,294.07,294.07
P-21644,Smart Headphones v3,Books,69.27,69.27
P-21645,Portable Headphones v8,Furniture,1051.52,1051.52
P-21646,Ergonomic Chair v5,Furniture,155.28,155.28
P-21647,Compact Desk v7,Appliances,910.11,910.11
P-21648,Premium Tablet v4,Sports,1270.93,1270.93
P-21649,Compact Chair v4,Electronics,746.52,746.52
P-21650,Pro Desk v2,Appliances,1486.06,1486.06
P-21651,Portable Keyboard v1,Furniture,768.72,768.72
P-21652,Wireless Speaker v9,Furniture,1407.50,1407.5
P-21653,Premium Camera v2,Clothing,513.70,513.7
P-21654,Ergonomic Hub v6,Books,664.98,664.98
P-21655,Portable Camera v6,Sports,1103.58,1103.58
P-21656,Wireless Camera v9,Sports,880.58,880.58
P-21657,Compact Desk v9,Sports,418.28,418.28
P-21658,Ultra Chair v1,Furniture,1296.57,1296.57
P-21659,Compact Monitor v2,Books,997.56,997.56
P-21660,Premium Speaker v5,Sports,471.08,471.08
P-21661,Ergonomic Hub v2,Electronics,1248.62,1248.62
P-21662,Ergonomic Desk v4,Books,391.30,391.3
P-21663,Pro Desk v1,Electronics,872.24,872.24
P-21664,Portable Chair v3,Books,942.98,942.98
P-21665,Ergonomic Keyboard v2,Clothing,1075.28,1075.28
P-21666,Ultra Camera v1,Clothing,689.09,689.09
P-21667,Smart Keyboard v2,Sports,73.10,73.1
P-21668,Wireless Headphones v3,Furniture,545.26,545.26
P-21669,Ergonomic Desk v5,Sports,1448.55,1448.55
P-21670,Ergonomic Desk v8,Electronics,1186.87,1186.87
P-21671,Premium Tablet v1,Appliances,798.28,798.28
P-21672,Portable Headphones v5,Furniture,1162.77,1162.77
P-21673,Wireless Speaker v6,Appliances,1411.49,1411.49
P-21674,Ultra Camera v9,Clothing,1091.18,1091.18
P-21675,Premium Monitor v6,Sports,707.65,707.65
P-21676,Wireless Tablet v5,Sports,1141.77,1141.77
P-21677,Compact Mouse v4,Appliances,793.07,793.07
P-21678,Ultra Hub v8,Furniture,1339.05,1339.05
P-21679,Portable Mouse v4,Books,1351.10,1351.1
P-21680,Premium Hub v4,Electronics,1106.00,1106.0
P-21681,Smart Hub v4,Electronics,736.49,736.49
P-21682,Premium Headphones v3,Appliances,1062.24,1062.24
P-21683,Ultra Tablet v3,Furniture,410.93,410.93
P-21684,Pro Mouse v9,Electronics,1353.68,1353.68
P-21685,Ultra Hub v1,Furniture,1294.62,1294.62
P-21686,Ultra Chair v8,Sports,200.03,200.03
P-21687,Portable Keyboard v5,Furniture,646.26,646.26
P-21688,Premium Camera v6,Clothing,1312.48,1312.48
P-21689,Premium Mouse v2,Appliances,967.23,967.23
P-21690,Smart Headphones v2,Electronics,908.60,908.6
P-21691,Pro Desk v3,Furniture,323.28,323.28
P-21692,Ergonomic Desk v3,Clothing,864.42,864.42
P-21693,Wireless Tablet v9,Sports,1348.16,1348.16
P-21694,Smart Chair v8,Furniture,1080.04,1080.04
P-21695,Pro Mouse v8,Appliances,1183.97,1183.97
P-21696,Premium Desk v4,Sports,1119.62,1119.62
P-21697,Smart Camera v9,Furniture,347.21,347.21
P-21698,Compact Headphones v7,Sports,474.94,474.94
P-21699,Portable Tablet v4,Books,339.51,339.51
P-21700,Pro Speaker v2,Electronics,231.27,231.27
P-21701,Compact Tablet v6,Sports,1080.61,1080.61
P-21702,Pro Tablet v7,Books,1038.93,1038.93
P-21703,Ultra Speaker v4,Electronics,105.15,105.15
P-21704,Compact Keyboard v1,Sports,586.42,586.42
P-21705,Compact Camera v4,Books,184.92,184.92
P-21706,Ergonomic Hub v7,Sports,847.03,847.03
P-21707,Portable Speaker v5,Clothing,446.77,446.77
P-21708,Ultra Tablet v8,Sports,1498.53,1498.53
P-21709,Ergonomic Mouse v8,Appliances,1015.80,1015.8
P-21710,Ultra Tablet v8,Sports,956.15,956.15
P-21711,Portable Keyboard v8,Electronics,95.13,95.13
P-21712,Ergonomic Mouse v8,Clothing,1352.10,1352.1
P-21713,Premium Tablet v2,Appliances,322.62,322.62
P-21714,Ergonomic Camera v3,Furniture,1482.28,1482.28
P-21715,Portable Mouse v3,Books,1299.66,1299.66
P-21716,Ergonomic Monitor v3,Appliances,810.84,810.84
P-21717,Premium Desk v8,Electronics,867.85,867.85
P-21718,Wireless Desk v6,Sports,931.81,931.81
P-21719,Wireless Speaker v4,Electronics,795.84,795.84
P-21720,Compact Chair v6,Furniture,908.03,908.03
P-21721,Compact Camera v2,Clothing,1033.01,1033.01
P-21722,Smart Chair v8,Furniture,1140.92,1140.92
P-21723,Compact Camera v1,Books,250.28,250.28
P-21724,Pro Mouse v9,Clothing,794.18,794.18
P-21725,Wireless Keyboard v3,Books,123.46,123.46
P-21726,Portable Keyboard v5,Furniture,979.58,979.58
P-21727,Ultra Desk v1,Electronics,1204.07,1204.07
P-21728,Ultra Keyboard v9,Electronics,340.47,340.47
P-21729,Smart Mouse v9,Books,97.34,97.34
P-21730,Compact Mouse v9,Clothing,543.90,543.9
P-21731,Pro Headphones v6,Furniture,1305.37,1305.37
P-21732,Smart Tablet v4,Furniture,1244.59,1244.59
P-21733,Compact Monitor v7,Appliances,803.16,803.16
P-21734,Portable Hub v9,Clothing,911.37,911.37
P-21735,Smart Speaker v7,Furniture,74.83,74.83
P-21736,Smart Speaker v8,Books,831.54,831.54
P-21737,Smart Desk v4,Furniture,462.66,462.66
P-21738,Ergonomic Monitor v6,Books,1001.45,1001.45
P-21739,Compact Speaker v5,Books,1339.20,1339.2
P-21740,Wireless Headphones v1,Sports,206.34,206.34
P-21741,Wireless Hub v1,Clothing,1237.48,1237.48
P-21742,Compact Keyboard v5,Sports,1430.42,1430.42
P-21743,Portable Monitor v4,Appliances,681.85,681.85
P-21744,Pro Mouse v7,Books,584.71,584.71
P-21745,Portable Chair v8,Appliances,1477.49,1477.49
P-21746,Compact Speaker v2,Electronics,701.01,701.01
P-21747,Ergonomic Tablet v5,Sports,32.78,32.78
P-21748,Smart Tablet v7,Sports,873.73,873.73
P-21749,Ergonomic Mouse v1,Appliances,385.80,385.8
P-21750,Ergonomic Desk v1,Furniture,940.29,940.29
P-21751,Ergonomic Mouse v4,Books,101.46,101.46
P-21752,Ultra Speaker v9,Sports,1314.89,1314.89
