order_id,user_id,status,amount,region,priority,order_date
ORD-520655,USR-3318,Pending,2219.47,North,High,2023-08-03
ORD-520656,USR-8480,Completed,3592.42,West,Low,2024-01-26
ORD-520657,,Pending,1306.15,East,High,2023-10-07
ORD-520658,,Processing,473.26,West,Low,2023-08-31
ORD-520659,USR-1354,Completed,1924.0,North,Medium,2023-09-30
ORD-520660,USR-14315,Processing,2088.41,South,Low,2023-07-22
ORD-520661,USR-3741,Processing,2876.79,East,High,2023-11-12
ORD-520662,USR-2654,Processing,4456.97,South,Medium,2023-08-18
ORD-520663,USR-2142,Completed,469.52,South,Low,2023-07-06
ORD-520664,USR-3734,Completed,2751.86,West,Low,2023-03-15
ORD-520665,USR-11079,Processing,3842.65,North,Medium,2023-08-20
ORD-520666,USR-1622,Pending,4010.45,West,Low,2023-06-10
ORD-520667,USR-7367,Completed,2611.7,North,Low,2023-09-12
ORD-520668,USR-9859,Pending,684.33,East,High,2023-12-17
ORD-520669,USR-3540,Processing,2674.44,South,Low,2023-05-31
ORD-520670,USR-12649,Completed,3416.56,South,Medium,2023-10-25
ORD-520671,USR-13325,Cancelled,1387.31,East,High,2023-03-30
ORD-520672,USR-2790,Cancelled,2172.82,South,Medium,2023-05-29
ORD-520673,USR-2482,Cancelled,1143.09,East,Medium,2023-09-16
ORD-520674,USR-2769,Pending,2621.66,West,High,2023-01-07
ORD-520675,USR-14087,Pending,2507.11,East,Medium,2023-10-18
ORD-520676,USR-11512,Pending,569.47,North,Low,2023-04-09
ORD-520677,USR-5726,Cancelled,1577.51,South,High,2024-01-16
ORD-520678,,Processing,1702.19,North,Low,2023-02-15
ORD-520679,USR-4309,Pending,3586.98,South,Low,2023-03-27
ORD-520680,USR-4277,Processing,1500.3,South,High,2023-06-02
ORD-520681,USR-4154,Pending,370.2,South,Low,2023-05-04
ORD-520682,USR-4067,Cancelled,1452.18,North,Low,2023-02-25
ORD-520683,USR-3274,Processing,3314.2,East,Low,2023-02-08
ORD-520684,USR-5102,Processing,4091.52,East,High,2023-07-17
ORD-520685,USR-3931,Processing,3087.47,East,Medium,2023-04-19
ORD-520686,USR-6010,Cancelled,3747.34,East,Medium,2024-01-10
ORD-520687,USR-4404,Completed,693.62,North,Medium,2024-03-09
ORD-520688,USR-9446,Completed,2970.5,North,Medium,2023-06-02
ORD-520689,USR-13886,Pending,3114.62,West,High,2023-04-19
ORD-520690,USR-10179,Completed,102.07,West,High,2024-03-17
ORD-520691,USR-5670,Cancelled,2379.84,North,Medium,2024-03-23
ORD-520692,USR-12585,Pending,1572.64,South,High,2023-03-16
ORD-520693,USR-12079,Cancelled,1636.86,South,Medium,2023-06-08
ORD-520694,,Cancelled,3952.06,East,Medium,2023-09-13
ORD-520695,USR-3926,Completed,3014.83,West,High,2023-04-28
ORD-520696,USR-1430,Pending,3157.27,South,High,2023-03-05
ORD-520697,USR-14040,Processing,323.19,North,Medium,2023-08-29
ORD-520698,USR-15173,Cancelled,2565.75,West,High,2023-08-03
ORD-520699,USR-2534,Cancelled,344.83,North,Low,2023-06-11
ORD-520700,,Cancelled,4099.78,South,Low,2024-03-26
ORD-520701,USR-7364,Cancelled,2863.01,South,Medium,2023-06-08
ORD-520702,USR-4300,Processing,4316.62,North,Low,2024-02-01
ORD-520703,USR-4423,Processing,1265.79,West,High,2023-09-28
ORD-520704,USR-9214,Completed,1855.75,West,Low,2023-03-19
ORD-520705,USR-4766,Completed,601.03,East,Low,2023-04-24
ORD-520706,USR-9441,Processing,2025.06,East,Low,2023-08-02
ORD-520707,USR-4933,Cancelled,3406.23,West,High,2023-12-16
ORD-520708,USR-6255,Completed,603.46,West,Low,2024-02-20
ORD-520709,USR-12428,Completed,2544.17,North,Medium,2023-03-21
ORD-520710,USR-5319,Pending,198.87,North,Low,2023-11-04
ORD-520711,USR-14827,Pending,3743.86,South,Medium,2023-07-24
ORD-520712,USR-14166,Pending,1740.72,North,Medium,2023-11-29
ORD-520713,USR-6160,Pending,620.12,South,High,2023-07-19
ORD-520714,USR-5068,Cancelled,1567.86,West,Medium,2023-09-22
ORD-520715,USR-8206,Pending,1149.61,West,Low,2023-12-07
ORD-520716,USR-3313,Cancelled,1307.71,South,High,2023-10-21
ORD-520717,USR-11643,Processing,248.64,South,Low,2024-01-03
ORD-520718,USR-7082,Cancelled,3227.27,South,Low,2023-07-23
ORD-520719,USR-11852,Pending,3124.41,West,High,2023-04-14
ORD-520720,USR-8887,Cancelled,276.79,South,High,2023-06-13
ORD-520721,USR-13912,Completed,1170.04,North,High,2023-11-01
ORD-520722,USR-8607,Cancelled,3342.14,West,Medium,2023-03-30
ORD-520723,USR-15518,Cancelled,2556.34,South,Medium,2024-03-05
ORD-520724,,Pending,974.39,West,Low,2023-01-19
ORD-520725,USR-13381,Pending,1755.46,West,High,2023-07-21
ORD-520726,USR-6680,Pending,3091.36,South,Medium,2023-11-21
ORD-520727,USR-14052,Cancelled,3832.29,West,High,2023-01-26
ORD-520728,USR-5176,Pending,3365.53,East,High,2023-03-28
ORD-520729,USR-8349,Processing,2430.78,North,High,2023-03-14
ORD-520730,USR-4176,Cancelled,3470.45,East,High,2024-02-25
ORD-520731,USR-2465,Completed,1173.52,East,High,2023-01-21
ORD-520732,,Cancelled,525.82,West,Low,2023-04-28
ORD-520733,USR-15475,Pending,93.28,South,Low,2023-04-17
ORD-520734,USR-8677,Processing,2278.1,East,Medium,2023-09-19
ORD-520735,USR-13193,Cancelled,682.53,West,Low,2024-02-22
ORD-520736,USR-15797,Pending,3643.96,South,Medium,2024-01-15
ORD-520737,USR-14518,Cancelled,120.58,North,Medium,2023-10-25
ORD-520738,USR-4016,Processing,2958.37,North,Medium,2023-08-18
ORD-520739,USR-3276,Completed,2702.47,South,Medium,2023-11-12
ORD-520740,USR-15476,Processing,1618.0,North,Low,2023-09-29
ORD-520741,USR-14542,Pending,2861.94,West,Low,2023-04-11
ORD-520742,USR-14901,Pending,2634.23,West,Medium,2023-02-25
ORD-520743,USR-8215,Pending,3874.79,North,Medium,2023-03-17
ORD-520744,USR-10838,Cancelled,1992.05,North,Low,2023-06-28
ORD-520745,USR-7403,Completed,1046.32,East,High,2023-03-04
ORD-520746,USR-14766,Pending,2015.78,North,Medium,2023-11-29
ORD-520747,USR-9105,Completed,1952.1,North,Low,2024-03-15
ORD-520748,USR-12862,Pending,4473.7,South,Low,2023-01-21
ORD-520749,USR-5131,Completed,89.07,North,Low,2023-06-07
ORD-520750,USR-14762,Completed,1567.44,West,High,2023-08-23
ORD-520751,USR-7975,Processing,904.78,South,Low,2024-01-30
ORD-520752,USR-14449,Completed,3870.41,South,Medium,2023-01-27
ORD-520753,USR-2075,Completed,1385.86,South,Medium,2023-10-11
ORD-520754,USR-5305,Completed,991.83,South,High,2023-09-07
ORD-520755,USR-11828,Cancelled,4414.46,West,Medium,2023-12-04
ORD-520756,USR-8446,Processing,3521.71,North,Medium,2023-09-26
ORD-520757,USR-6471,Cancelled,3363.72,North,Medium,2023-11-29
ORD-520758,USR-7513,Processing,4220.55,South,Low,2023-12-06
ORD-520759,USR-11741,Processing,4375.19,North,Low,2024-03-21
ORD-520760,USR-4644,Completed,2055.1,West,Low,2023-04-30
ORD-520761,USR-12654,Completed,4307.14,East,High,2023-07-13
ORD-520762,USR-5471,Completed,2367.77,East,Low,2023-09-18
ORD-520763,USR-11368,Processing,2586.52,East,Low,2023-09-08
ORD-520764,USR-13842,Processing,105.06,North,Low,2023-10-08
ORD-520765,USR-11746,Pending,4009.39,East,High,2024-03-02
ORD-520766,USR-1820,Processing,4331.27,South,Medium,2023-07-25
ORD-520767,USR-8739,Processing,4027.52,East,Medium,2024-03-13
ORD-520768,USR-1627,Completed,1954.89,North,Low,2023-07-24
ORD-520769,USR-10861,Processing,324.42,South,Low,2024-01-25
ORD-520770,USR-1183,Processing,3572.53,South,Low,2023-08-21
ORD-520771,USR-12689,Cancelled,3877.35,West,High,2023-08-05
ORD-520772,USR-1392,Cancelled,2161.7,East,Low,2023-01-29
ORD-520773,USR-5019,Completed,2319.51,North,Low,2023-10-21
ORD-520774,USR-4851,Pending,1130.66,East,Low,2023-05-03
ORD-520775,USR-11455,Processing,2891.88,North,Medium,2023-11-29
ORD-520776,USR-4258,Pending,1883.09,South,Medium,2023-06-08
ORD-520777,USR-7748,Pending,4494.47,East,Low,2023-11-01
ORD-520778,USR-3089,Completed,1837.64,East,Medium,2023-01-23
ORD-520779,USR-14460,Pending,666.98,North,High,2024-03-26
ORD-520780,USR-4527,Processing,3348.47,North,Low,2023-05-31
ORD-520781,USR-8645,Cancelled,4197.54,West,Low,2024-01-14
ORD-520782,USR-13393,Pending,1814.01,East,Medium,2023-12-15
ORD-520783,USR-2158,Cancelled,2674.55,East,High,2023-08-12
ORD-520784,USR-1347,Pending,284.22,North,High,2024-02-25
ORD-520785,USR-5365,Cancelled,1292.21,South,High,2024-01-28
ORD-520786,USR-6018,Pending,2677.3,East,Low,2023-01-18
ORD-520787,USR-7908,Completed,2188.87,East,Medium,2023-11-08
ORD-520788,USR-12020,Pending,970.75,South,Low,2023-05-10
ORD-520789,USR-13790,Cancelled,1963.97,South,Low,2023-12-06
ORD-520790,USR-1503,Completed,3413.7,West,Low,2023-09-21
ORD-520791,USR-1486,Completed,1380.43,South,High,2023-08-29
ORD-520792,USR-4257,Pending,756.54,South,High,2023-10-08
ORD-520793,USR-13606,Pending,1271.41,South,High,2023-05-21
ORD-520794,USR-13944,Completed,1889.28,North,Medium,2023-12-12
ORD-520795,USR-10225,Processing,4019.59,South,High,2023-10-09
ORD-520796,USR-1633,Pending,2321.21,North,High,2023-05-04
ORD-520797,USR-7715,Completed,3807.79,West,Low,2024-01-15
ORD-520798,USR-10161,Pending,4069.26,West,Low,2023-05-07
ORD-520799,USR-14008,Cancelled,2288.0,South,Low,2023-09-04
ORD-520800,USR-1905,Pending,517.45,South,Medium,2023-03-22
ORD-520801,USR-14421,Completed,1682.63,East,Medium,2023-01-29
ORD-520802,USR-8591,Processing,631.51,West,Medium,2023-07-11
ORD-520803,USR-1382,Pending,1299.28,North,High,2023-03-21
ORD-520804,USR-3417,Pending,735.16,North,Medium,2023-06-15
ORD-520805,USR-9247,Cancelled,1640.26,East,Low,2023-11-09
ORD-520806,USR-8194,Pending,2974.57,West,Medium,2023-04-21
ORD-520807,USR-8840,Completed,3451.36,West,Low,2023-12-28
ORD-520808,USR-13046,Completed,3150.53,South,High,2023-06-09
ORD-520809,USR-14078,Completed,2159.75,South,Medium,2023-11-09
ORD-520810,USR-12940,Cancelled,586.35,South,Low,2024-02-14
ORD-520811,USR-13303,Cancelled,1256.4,South,Medium,2024-01-02
ORD-520812,,Pending,2140.45,South,High,2024-02-03
ORD-520813,USR-7451,Pending,2616.61,North,Low,2023-02-20
ORD-520814,USR-1238,Processing,3812.6,North,High,2024-02-21
ORD-520815,USR-2575,Cancelled,3250.26,East,Medium,2023-04-09
ORD-520816,USR-3126,Cancelled,3658.45,East,Low,2023-09-27
ORD-520817,USR-2640,Completed,2673.31,South,Medium,2023-12-11
ORD-520818,USR-11504,Processing,3509.11,West,Low,2023-07-12
ORD-520819,USR-9630,Cancelled,3377.19,North,Medium,2023-12-07
ORD-520820,USR-13668,Processing,803.03,East,High,2023-06-12
ORD-520821,USR-14723,Processing,3402.38,West,Medium,2023-06-05
ORD-520822,USR-8263,Cancelled,4289.57,North,High,2023-04-20
ORD-520823,USR-15489,Completed,524.57,North,Medium,2023-03-10
ORD-520824,USR-1149,Pending,513.14,West,Medium,2023-10-11
ORD-520825,USR-15134,Processing,348.65,South,High,2023-01-23
ORD-520826,USR-8577,Completed,2106.06,East,Low,2023-02-01
ORD-520827,USR-2030,Completed,1705.58,South,Low,2023-09-14
ORD-520828,USR-9349,Cancelled,1765.06,East,Low,2023-04-30
ORD-520829,USR-2793,Completed,3536.66,North,High,2023-07-09
ORD-520830,USR-6826,Completed,3701.77,North,Medium,2024-03-04
ORD-520831,USR-7293,Processing,2020.12,East,Low,2023-09-26
ORD-520832,USR-9070,Cancelled,2372.7,East,High,2023-01-08
ORD-520833,USR-10335,Processing,4325.8,North,Low,2024-02-29
ORD-520834,USR-15743,Pending,2028.93,East,High,2024-02-05
ORD-520835,,Pending,1803.64,East,Low,2023-10-01
ORD-520836,USR-1066,Processing,4269.27,North,Low,2023-02-23
ORD-520837,USR-12668,Pending,4063.51,West,High,2023-02-09
ORD-520838,USR-14987,Processing,2353.27,South,High,2023-12-29
ORD-520839,USR-8108,Pending,1592.65,North,Low,2023-12-29
ORD-520840,USR-3712,Cancelled,2583.9,East,Low,2023-05-27
ORD-520841,USR-9148,Completed,2587.58,West,Low,2023-12-18
ORD-520842,USR-9331,Pending,749.39,West,High,2024-02-13
ORD-520843,USR-2464,Pending,2266.12,North,Medium,2024-03-09
ORD-520844,USR-3396,Pending,1261.72,South,High,2023-12-27
ORD-520845,USR-7768,Completed,4230.23,South,Medium,2023-04-08
ORD-520846,USR-1543,Cancelled,1501.4,West,High,2023-11-23
ORD-520847,USR-3698,Pending,4217.25,West,High,2023-08-17
ORD-520848,USR-4834,Cancelled,1385.92,West,Medium,2023-12-31
ORD-520849,USR-7568,Pending,2774.56,West,Low,2023-12-03
ORD-520850,USR-12533,Processing,2806.57,North,Low,2023-11-14
ORD-520851,USR-1980,Cancelled,2208.94,West,Low,2023-01-16
ORD-520852,USR-14037,Completed,346.14,South,High,2024-02-04
ORD-520853,USR-9797,Pending,1086.43,South,Medium,2023-05-28
ORD-520854,USR-1834,Completed,2749.71,West,Low,2023-07-12
ORD-520855,USR-4825,Pending,3068.39,West,Medium,2023-08-09
ORD-520856,USR-14096,Completed,538.52,South,Medium,2023-06-03
ORD-520857,,Completed,1454.21,East,Medium,2023-12-01
ORD-520858,USR-6790,Processing,3136.82,West,Medium,2023-04-09
ORD-520859,USR-7336,Processing,3738.35,East,High,2023-02-18
ORD-520860,USR-8369,Cancelled,2433.06,East,High,2023-04-28
ORD-520861,USR-15047,Cancelled,1704.46,East,Low,2023-03-11
ORD-520862,USR-8520,Processing,2829.77,East,Low,2023-09-17
ORD-520863,USR-5716,Completed,4115.3,South,High,2023-02-16
ORD-520864,USR-2552,Processing,1629.68,South,Medium,2023-03-28
ORD-520865,USR-14252,Pending,3451.92,South,Medium,2023-12-04
ORD-520866,USR-2936,Cancelled,4333.57,West,Medium,2023-07-09
ORD-520867,USR-15870,Pending,1874.9,North,High,2023-12-23
ORD-520868,USR-14788,Cancelled,2347.42,South,Low,2023-12-16
ORD-520869,USR-13039,Processing,4001.31,South,Low,2023-06-08
ORD-520870,USR-2476,Pending,1263.06,West,High,2023-12-22
ORD-520871,USR-1779,Processing,568.99,North,Medium,2023-06-09
ORD-520872,USR-4108,Processing,230.26,South,Medium,2023-01-03
ORD-520873,USR-15807,Pending,528.42,East,Low,2023-07-23
ORD-520874,USR-11242,Pending,3431.19,West,Medium,2023-02-20
ORD-520875,USR-8169,Processing,951.3,East,Low,2023-03-07
ORD-520876,USR-4645,Processing,1547.84,West,Low,2024-01-07
ORD-520877,USR-15614,Cancelled,3886.17,South,Medium,2024-02-19
ORD-520878,USR-1598,Processing,1069.11,West,Medium,2024-01-28
ORD-520879,USR-13825,Cancelled,590.12,South,Medium,2024-02-02
ORD-520880,USR-15546,Processing,951.58,East,High,2023-02-11
ORD-520881,USR-4187,Processing,118.27,East,Low,2023-01-30
ORD-520882,USR-13416,Pending,1531.31,South,Low,2023-08-07
ORD-520883,USR-13490,Processing,2290.56,West,Low,2023-03-29
ORD-520884,USR-8236,Cancelled,4144.86,East,Low,2023-09-13
ORD-520885,USR-7827,Completed,376.5,West,Low,2024-02-01
ORD-520886,USR-3787,Cancelled,1442.28,East,Medium,2023-01-06
ORD-520887,USR-3755,Processing,304.01,South,Medium,2023-05-20
ORD-520888,USR-9315,Processing,3604.46,North,Medium,2023-08-06
ORD-520889,,Processing,2773.39,South,Low,2023-07-04
ORD-520890,USR-5439,Completed,3867.21,North,Medium,2023-12-12
ORD-520891,USR-2210,Completed,2316.69,East,Low,2023-02-26
ORD-520892,USR-7522,Pending,748.06,North,Medium,2024-03-23
ORD-520893,USR-11602,Processing,665.87,South,High,2023-06-25
ORD-520894,USR-14260,Processing,2317.63,West,High,2023-10-16
ORD-520895,USR-6235,Processing,2576.1,North,Low,2023-04-28
ORD-520896,USR-6434,Processing,862.16,East,Low,2023-09-04
ORD-520897,USR-9092,Cancelled,2638.58,South,Medium,2024-02-11
ORD-520898,USR-11306,Pending,2240.01,North,Medium,2024-01-19
ORD-520899,USR-9719,Cancelled,2859.33,West,Medium,2023-04-21
ORD-520900,USR-13981,Cancelled,874.68,West,Medium,2023-04-16
ORD-520901,USR-12851,Cancelled,1992.39,North,High,2023-08-06
ORD-520902,USR-10139,Cancelled,1322.92,East,Low,2023-05-06
ORD-520903,USR-9922,Cancelled,2632.74,North,Low,2023-08-30
ORD-520904,USR-3131,Pending,1895.15,East,Low,2023-02-16
ORD-520905,USR-4989,Pending,3222.12,East,Low,2023-12-20
ORD-520906,USR-3903,Pending,3505.9,North,Medium,2023-01-10
ORD-520907,USR-10943,Completed,2704.56,East,Low,2023-07-04
ORD-520908,USR-7805,Pending,3538.59,South,High,2023-02-25
ORD-520909,USR-12761,Pending,1888.23,North,Low,2024-01-22
ORD-520910,USR-15563,Completed,290.87,East,High,2024-01-20
ORD-520911,USR-11213,Completed,3552.74,West,Low,2023-10-04
ORD-520912,USR-13553,Pending,4225.59,South,High,2023-08-31
ORD-520913,USR-2158,Pending,1909.94,North,Medium,2023-01-11
ORD-520914,USR-13443,Pending,3621.87,North,Medium,2023-04-16
ORD-520915,USR-12518,Completed,1998.38,South,Low,2023-10-16
ORD-520916,USR-8743,Processing,1269.05,West,Medium,2023-06-19
ORD-520917,USR-6380,Pending,4474.85,South,High,2023-11-28
ORD-520918,USR-3092,Completed,1291.14,North,High,2023-02-01
ORD-520919,USR-4516,Pending,2461.27,West,Low,2023-02-13
ORD-520920,USR-3167,Completed,4237.03,West,Low,2023-06-21
ORD-520921,USR-2093,Completed,1918.43,South,Low,2023-01-22
ORD-520922,USR-1742,Cancelled,4185.26,West,Medium,2023-01-25
ORD-520923,USR-3458,Cancelled,3989.12,South,High,2024-02-22
ORD-520924,USR-5001,Cancelled,2069.83,East,Low,2023-06-24
ORD-520925,USR-4541,Completed,4007.01,North,High,2023-01-31
ORD-520926,,Pending,94.79,East,Low,2024-02-04
ORD-520927,USR-5880,Completed,2056.88,West,Low,2023-07-20
ORD-520928,USR-3033,Processing,3914.21,East,High,2023-09-09
ORD-520929,USR-9287,Cancelled,2149.54,East,High,2023-12-20
ORD-520930,USR-15025,Processing,1113.48,South,Low,2023-03-20
ORD-520931,USR-12866,Completed,1132.85,North,High,2023-04-19
ORD-520932,USR-1329,Cancelled,4485.38,North,Low,2023-07-20
ORD-520933,USR-2988,Pending,2016.71,South,High,2023-05-23
ORD-520934,USR-9931,Completed,4006.93,South,Low,2023-07-16
ORD-520935,USR-3672,Pending,2655.1,West,Medium,2023-06-10
ORD-520936,USR-11311,Completed,63.35,West,Low,2023-08-10
ORD-520937,USR-14396,Completed,4083.31,East,Low,2023-04-21
ORD-520938,USR-15523,Completed,4030.98,East,Low,2023-10-12
ORD-520939,USR-7443,Cancelled,317.84,East,High,2023-08-10
ORD-520940,USR-1565,Cancelled,3544.13,East,High,2023-11-05
ORD-520941,USR-2003,Pending,4180.12,North,Low,2023-08-09
ORD-520942,USR-2187,Processing,628.54,West,High,2023-10-12
ORD-520943,USR-7964,Cancelled,2692.07,West,Medium,2024-03-01
ORD-520944,USR-5888,Completed,4356.77,East,Low,2023-09-06
ORD-520945,USR-6160,Pending,4252.59,South,Low,2023-08-29
ORD-520946,USR-1055,Cancelled,606.65,North,High,2023-09-15
ORD-520947,USR-9671,Completed,4214.18,North,High,2023-06-13
ORD-520948,USR-11587,Cancelled,4207.98,North,Low,2023-08-16
ORD-520949,USR-11027,Cancelled,1901.69,North,High,2023-11-06
ORD-520950,USR-2445,Pending,1385.94,South,Medium,2023-02-26
ORD-520951,USR-9944,Pending,1287.17,West,High,2023-01-15
ORD-520952,USR-1030,Completed,3070.43,South,High,2023-05-30
ORD-520953,,Completed,1925.48,West,Low,2024-01-21
ORD-520954,USR-15186,Cancelled,819.24,North,High,2023-08-29
ORD-520955,USR-3794,Cancelled,1400.89,West,Low,2023-06-17
ORD-520956,USR-9142,Completed,2017.79,West,Low,2023-08-18
ORD-520957,USR-8344,Processing,2601.39,North,High,2023-11-09
ORD-520958,USR-2921,Cancelled,3607.83,South,Medium,2023-03-11
ORD-520959,USR-2723,Pending,738.62,West,Medium,2023-01-16
ORD-520960,USR-10963,Completed,980.3,North,Medium,2023-04-25
ORD-520961,USR-11051,Pending,2717.02,East,Medium,2024-02-18
ORD-520962,USR-4333,Pending,2027.25,West,Medium,2023-09-08
ORD-520963,USR-11916,Cancelled,1886.84,East,Low,2023-02-08
ORD-520964,USR-15204,Pending,4338.69,West,High,2023-02-25
ORD-520965,USR-5432,Cancelled,3757.74,East,Medium,2023-09-28
ORD-520966,,Pending,203.15,North,Medium,2023-09-27
ORD-520967,USR-14390,Cancelled,3891.5,West,High,2023-06-15
ORD-520968,USR-5076,Cancelled,3416.54,South,Low,2023-03-09
ORD-520969,USR-3213,Cancelled,3951.97,North,Low,2023-08-21
ORD-520970,USR-7528,Cancelled,96.66,North,Low,2024-01-02
ORD-520971,USR-8258,Cancelled,1203.62,North,Medium,2023-05-23
ORD-520972,USR-2886,Pending,4483.17,South,Medium,2024-03-09
ORD-520973,USR-9261,Completed,1600.18,East,Low,2024-02-01
ORD-520974,USR-10223,Processing,2319.25,East,Low,2024-03-13
ORD-520975,USR-13403,Cancelled,2610.42,West,High,2023-06-04
ORD-520976,USR-7349,Completed,3825.31,West,Medium,2023-01-14
ORD-520977,USR-9962,Completed,559.68,East,High,2023-09-27
ORD-520978,USR-2456,Completed,3266.63,West,High,2023-11-09
ORD-520979,USR-2097,Processing,4224.05,East,Low,2024-03-04
ORD-520980,USR-11517,Completed,3088.73,North,Medium,2023-05-26
ORD-520981,USR-6514,Cancelled,1889.79,South,High,2023-09-10
ORD-520982,USR-15548,Completed,3312.69,West,Medium,2023-09-02
ORD-520983,USR-10272,Processing,2687.3,West,Low,2023-06-27
ORD-520984,USR-3177,Cancelled,1005.84,West,Medium,2024-01-14
ORD-520985,USR-7354,Cancelled,3263.06,West,Low,2023-01-03
ORD-520986,USR-3724,Completed,2089.79,South,Medium,2023-04-05
ORD-520987,USR-8228,Pending,1662.8,North,Low,2023-01-04
ORD-520988,USR-3269,Processing,1947.72,South,Low,2024-01-22
ORD-520989,USR-7632,Processing,4103.74,South,Low,2024-01-04
ORD-520990,USR-11611,Processing,3832.94,North,Low,2023-09-16
ORD-520991,USR-11905,Pending,2607.12,West,Medium,2023-11-19
ORD-520992,USR-13572,Pending,2868.47,West,High,2023-06-25
ORD-520993,USR-12956,Pending,1912.36,East,Low,2023-03-01
ORD-520994,USR-12105,Processing,1622.17,West,Medium,2023-01-28
ORD-520995,,Cancelled,1399.97,North,Low,2023-02-16
ORD-520996,USR-14373,Pending,459.08,West,Medium,2023-10-23
ORD-520997,USR-1341,Pending,2635.07,East,Medium,2023-06-14
ORD-520998,USR-7319,Completed,866.51,South,High,2023-12-16
ORD-520999,USR-12016,Cancelled,139.41,East,Medium,2024-01-18
ORD-521000,USR-13434,Processing,421.65,East,High,2023-07-29
ORD-521001,USR-6345,Processing,1576.62,South,Low,2023-11-07
ORD-521002,USR-1227,Cancelled,1505.47,South,Low,2024-03-05
ORD-521003,USR-9115,Processing,680.7,South,Medium,2023-01-05
ORD-521004,USR-11591,Cancelled,2158.15,North,Low,2023-03-23
ORD-521005,USR-1127,Cancelled,2248.4,South,Low,2023-11-15
ORD-521006,USR-3133,Pending,2068.46,East,High,2023-01-31
ORD-521007,USR-8319,Processing,2758.93,North,Medium,2024-03-08
ORD-521008,USR-7910,Completed,274.65,South,Medium,2023-05-10
ORD-521009,USR-8574,Processing,1655.67,South,Low,2023-11-15
ORD-521010,USR-1986,Cancelled,3557.75,South,High,2023-10-04
ORD-521011,USR-1840,Processing,2823.9,West,Low,2023-01-17
ORD-521012,USR-15581,Completed,2182.3,East,Medium,2023-06-27
ORD-521013,,Pending,979.55,North,Medium,2023-11-28
ORD-521014,USR-5248,Completed,1607.01,West,High,2023-12-23
ORD-521015,USR-1451,Processing,4197.15,West,Low,2023-05-11
ORD-521016,USR-8956,Processing,3451.61,South,Low,2023-03-01
ORD-521017,USR-11391,Cancelled,2901.61,South,Low,2023-08-26
ORD-521018,USR-12328,Cancelled,2074.25,South,High,2023-07-27
ORD-521019,USR-15487,Completed,3589.0,East,Medium,2023-06-15
ORD-521020,USR-14000,Cancelled,898.34,South,Low,2023-01-13
ORD-521021,USR-6522,Cancelled,3645.83,West,Medium,2023-01-20
ORD-521022,USR-9782,Processing,64.61,West,Low,2023-09-21
ORD-521023,USR-3581,Cancelled,2841.93,West,Medium,2023-12-19
ORD-521024,USR-4175,Completed,3311.05,West,High,2023-12-05
ORD-521025,USR-10508,Processing,3866.65,North,Low,2024-03-16
ORD-521026,USR-4343,Processing,959.96,West,Low,2023-06-08
ORD-521027,USR-6301,Completed,3396.75,West,High,2023-03-09
ORD-521028,USR-11387,Pending,3065.03,West,Low,2024-03-02
ORD-521029,USR-8909,Pending,623.93,West,High,2023-05-31
ORD-521030,USR-10422,Completed,3474.62,North,Medium,2023-11-06
ORD-521031,USR-5403,Processing,4159.88,South,High,2023-10-28
ORD-521032,USR-1461,Completed,2160.43,South,Low,2023-09-24
ORD-521033,USR-14389,Processing,2713.41,South,High,2024-01-24
ORD-521034,USR-1193,Completed,2529.2,East,High,2023-08-17
ORD-521035,USR-2073,Cancelled,102.54,North,Low,2023-12-29
ORD-521036,USR-6790,Pending,1667.33,West,Low,2023-05-09
ORD-521037,USR-12660,Cancelled,1056.13,East,Medium,2023-07-20
ORD-521038,USR-12903,Processing,1118.83,North,High,2024-03-11
ORD-521039,USR-11363,Cancelled,2412.47,West,Medium,2024-03-10
ORD-521040,USR-6279,Cancelled,2102.49,South,Low,2023-12-21
ORD-521041,,Processing,3357.16,East,Medium,2024-02-10
ORD-521042,USR-2695,Processing,580.41,South,High,2023-08-03
ORD-521043,USR-2913,Pending,438.11,East,High,2023-10-11
ORD-521044,USR-10676,Processing,123.56,East,Medium,2024-03-12
ORD-521045,,Pending,1701.29,East,Low,2024-02-25
ORD-521046,USR-3903,Cancelled,2789.91,East,Low,2023-04-23
ORD-521047,USR-5085,Processing,1147.0,North,High,2023-10-23
ORD-521048,USR-11757,Processing,4223.4,West,High,2023-01-06
ORD-521049,USR-8089,Completed,2938.07,East,Low,2023-09-04
ORD-521050,USR-14816,Cancelled,3321.93,West,Medium,2023-07-15
ORD-521051,USR-6509,Pending,3825.56,North,High,2023-10-13
ORD-521052,USR-13549,Pending,1397.43,South,Medium,2023-12-29
ORD-521053,USR-9214,Cancelled,2032.93,West,Low,2023-05-21
ORD-521054,USR-15162,Pending,3636.08,North,High,2023-10-11
ORD-521055,USR-6369,Pending,2626.99,North,Low,2023-08-01
ORD-521056,USR-3039,Completed,328.8,North,High,2023-09-28
ORD-521057,USR-7010,Processing,1602.71,North,Medium,2024-03-05
ORD-521058,USR-1802,Completed,3461.11,North,Medium,2023-12-22
ORD-521059,USR-2711,Completed,587.73,North,Medium,2023-06-18
ORD-521060,USR-7313,Pending,1885.78,West,High,2023-04-03
ORD-521061,USR-9784,Processing,1553.79,East,Medium,2023-07-15
ORD-521062,USR-13051,Pending,2012.03,East,Medium,2023-06-07
ORD-521063,USR-2843,Pending,2096.53,North,Low,2023-02-16
