order_id,customer_id,order_timestamp,total_amount,status
ORD01107,CUST0368,2025-08-21 20:33:00,2094.49,Preparing
ORD01108,CUST0081,2025-10-11 00:48:00,2253.57,Out For Delivery
ORD01109,CUST0803,2025-08-25 11:21:00,2431.64,Placed
ORD01110,CUST0724,2025-02-16 21:47:00,812.31,Cancelled
ORD01111,CUST0555,2025-12-11 20:35:00,320.56,Cancelled
ORD01112,CUST0273,2025-04-01 05:09:00,1246.07,Cancelled
ORD01113,CUST0831,2025-12-29 08:46:00,739.36,Preparing
ORD01114,CUST0698,2025-05-31 11:31:00,208.89,Delivered
ORD01115,CUST0866,2025-10-23 04:08:00,981.21,Placed
ORD01117,CUST0471,2025-03-29 06:52:00,2134.28,Delivered
ORD01118,CUST0942,2025-10-14 19:20:00,1284.9,Out For Delivery
ORD01119,CUST0533,2025-11-30 16:11:00,728.36,Delivered
ORD01120,CUST0430,2025-02-07 12:59:00,1284.9,Out For Delivery
ORD01121,CUST0806,2025-06-29 17:41:00,2377.1,Placed
ORD01122,CUST0002,2025-11-09 05:54:00,2037.43,Placed
ORD01123,CUST0766,2026-03-27 01:47:00,2372.81,Delivered
ORD01124,CUST0205,2025-01-23 01:29:00,1132.45,Out For Delivery
ORD01126,CUST0320,2025-10-15 22:20:00,644.81,Preparing
ORD01127,CUST0424,2025-10-31 17:36:00,2157.91,Out For Delivery
ORD01128,CUST0980,2025-08-30 03:26:00,311.42,Cancelled
ORD01129,CUST0145,2026-05-16 15:12:00,2046.25,Placed
ORD01130,CUST0793,2025-02-06 01:16:00,468.95,Cancelled
ORD01131,CUST0702,2025-04-04 02:29:00,612.01,Out For Delivery
ORD01132,CUST0903,2026-02-26 07:21:00,463.32,Cancelled
ORD01133,CUST0559,2025-08-11 01:47:00,565.01,Cancelled
ORD01134,CUST0258,2026-04-02 09:59:00,568.56,Out For Delivery
ORD01135,CUST0234,2025-07-15 20:54:00,2296.01,Cancelled
ORD01136,CUST0457,2026-02-22 14:59:00,220.29,Out For Delivery
ORD01137,CUST0082,2025-07-06 12:10:00,538.65,Placed
ORD01138,CUST0342,2026-04-07 10:06:00,1609.47,Out For Delivery
ORD01139,CUST0615,2025-02-22 07:06:00,2492.28,Delivered
ORD01140,CUST0098,2025-11-04 21:01:00,2033.06,Delivered
ORD01141,CUST0720,2025-04-01 05:40:00,1821.01,Out For Delivery
ORD01142,CUST0942,2026-04-23 08:44:00,1738.21,Placed
ORD01143,CUST0187,2025-08-13 10:50:00,1284.9,Placed
ORD01144,CUST0778,2026-02-20 22:58:00,866.82,Out For Delivery
ORD01145,CUST0188,2026-04-10 11:51:00,1747.34,Out For Delivery
ORD01146,CUST0348,2025-01-17 14:18:00,2103.41,Placed
ORD01147,CUST0865,2025-03-08 14:38:00,2333.8,Cancelled
ORD01148,CUST0936,2025-04-29 21:48:00,215.55,Delivered
ORD01149,CUST0222,2026-05-12 09:49:00,587.83,Cancelled
ORD01150,CUST0130,2026-04-26 01:56:00,209.46,Cancelled
ORD01151,CUST0066,2025-02-06 17:19:00,2283.66,Preparing
ORD01152,CUST0631,2025-11-12 05:34:00,1923.92,Preparing
ORD01153,CUST0349,2025-03-17 01:23:00,179.82,Delivered
ORD01154,CUST0592,2025-01-07 20:01:00,1128.34,Cancelled
ORD01155,CUST0735,2025-08-13 15:16:00,1769.08,Preparing
ORD01156,CUST0712,2025-12-15 04:45:00,622.73,Preparing
ORD01157,CUST0595,2025-12-24 11:55:00,106.67,Delivered
ORD01159,CUST0218,2025-07-14 10:16:00,1038.79,Out For Delivery
ORD01160,CUST0189,2025-10-26 01:40:00,2372.86,Preparing
ORD01161,CUST0339,2026-03-15 03:04:00,1284.9,Cancelled
ORD01162,CUST0432,2026-03-06 21:02:00,113.48,Cancelled
ORD01163,CUST0260,2025-05-05 00:09:00,379.96,Delivered
ORD01164,CUST0140,2025-11-12 00:18:00,902.83,Delivered
ORD01165,CUST0577,2025-10-12 17:28:00,1457.42,Preparing
ORD01166,CUST0608,2026-01-30 13:19:00,211.42,Preparing
ORD01167,CUST0184,2026-02-13 00:56:00,1198.18,Out For Delivery
ORD01168,CUST0474,2025-08-26 00:44:00,102.63,Delivered
ORD01169,CUST0863,2025-03-24 07:45:00,114.69,Preparing
ORD01170,CUST0102,2025-11-28 19:46:00,262.06,Cancelled
ORD01171,CUST0932,2025-09-08 23:00:00,1457.3,Delivered
ORD01172,CUST0448,2025-04-19 17:23:00,1421.44,Cancelled
ORD01173,CUST0475,2025-12-20 15:10:00,326.07,Cancelled
ORD01174,CUST0769,2026-01-31 10:58:00,1383.95,Cancelled
ORD01175,CUST0385,2025-11-08 04:32:00,1251.02,Preparing
ORD01176,CUST0985,2026-03-28 09:55:00,330.34,Cancelled
ORD01177,CUST0489,2025-03-25 00:03:00,613.0,Out For Delivery
ORD01178,CUST0859,2025-04-28 04:42:00,241.98,Placed
ORD01179,CUST0286,2025-12-02 06:46:00,1898.33,Cancelled
ORD01180,CUST0998,2026-05-04 11:36:00,571.08,Placed
ORD01181,CUST0753,2025-01-07 04:02:00,2448.82,Out For Delivery
ORD01182,CUST0225,2026-03-13 04:08:00,1295.26,Preparing
ORD01183,CUST0382,2026-01-03 06:02:00,1922.33,Cancelled
ORD01184,CUST0049,2025-07-28 08:25:00,1737.24,Placed
ORD01185,CUST0237,2026-04-24 14:29:00,1054.92,Cancelled
ORD01186,CUST0136,2026-01-29 02:43:00,488.56,Cancelled
ORD01187,CUST0833,2025-12-18 23:04:00,1007.49,Cancelled
ORD01188,CUST0597,2026-01-19 16:13:00,1984.38,Out For Delivery
ORD01189,CUST0555,2026-02-25 08:04:00,1040.52,Preparing
ORD01190,CUST0208,2026-04-26 03:26:00,1302.61,Out For Delivery
ORD01191,CUST0993,2026-03-07 13:53:00,1043.81,Placed
ORD01192,CUST0953,2025-03-20 02:36:00,1044.92,Out For Delivery
ORD01193,CUST0798,2026-01-26 08:19:00,1158.34,Delivered
ORD01194,CUST0314,2025-11-06 06:45:00,1100.4,Placed
ORD01195,CUST0172,2025-08-21 06:08:00,1024.82,Delivered
ORD01196,CUST0303,2026-05-11 04:16:00,1086.25,Preparing
ORD01197,CUST0964,2025-12-02 17:44:00,1716.41,Placed
ORD01198,CUST0652,2026-03-30 01:34:00,2377.94,Cancelled
ORD01199,CUST0758,2025-11-15 13:09:00,1838.45,Placed
ORD01200,CUST0390,2025-05-15 07:12:00,2032.0,Preparing
ORD01201,CUST0289,2026-04-30 14:11:00,1700.11,Out For Delivery
ORD01202,CUST0267,2026-05-02 06:52:00,1754.86,Placed
ORD01203,CUST0869,2025-12-09 16:31:00,997.27,Out For Delivery
ORD01204,CUST0746,2025-07-19 22:36:00,1298.51,Delivered
ORD01205,CUST0738,2026-02-13 08:46:00,2263.57,Out For Delivery
ORD01206,CUST0246,2025-08-12 11:36:00,2157.39,Delivered
ORD01207,CUST0796,2025-09-15 12:51:00,600.69,Out For Delivery
ORD01208,CUST0293,2025-07-09 00:34:00,119.01,Out For Delivery
ORD01209,CUST0940,2026-04-27 09:32:00,920.06,Delivered
ORD01210,CUST0963,2025-07-10 18:24:00,2126.17,Preparing
ORD01211,CUST0014,2025-08-21 08:08:00,1964.61,Cancelled
ORD01212,CUST0395,2025-03-04 09:03:00,2388.78,Cancelled
ORD01213,CUST0919,2025-03-22 13:52:00,1964.2,Out For Delivery
ORD01214,CUST0464,2025-10-18 13:14:00,1198.95,Placed
ORD01215,CUST0019,2025-01-16 17:41:00,392.76,Cancelled
ORD01216,CUST0146,2026-04-23 03:05:00,1417.56,Placed
ORD01217,CUST0326,2025-03-22 06:23:00,1679.06,Preparing
ORD01218,CUST0817,2025-08-24 08:17:00,1661.17,Delivered
ORD01219,CUST0659,2026-05-10 05:55:00,2058.08,Placed
ORD01220,CUST0350,2026-03-25 23:52:00,2271.85,Delivered
ORD01221,CUST0410,2025-12-16 10:26:00,1223.27,Placed
ORD01222,CUST0848,2025-01-24 20:44:00,466.0,Delivered
ORD01223,CUST0950,2026-04-25 11:20:00,1284.9,Placed
ORD01224,CUST0496,2026-03-15 21:11:00,257.71,Preparing
ORD01225,CUST0969,2025-04-10 03:27:00,822.7,Cancelled
ORD01226,CUST0941,2025-04-22 12:33:00,1765.91,Delivered
ORD01227,CUST0204,2025-03-04 06:24:00,942.55,Preparing
ORD01228,CUST0929,2026-01-05 00:38:00,1481.47,Delivered
ORD01229,CUST0737,2025-07-11 19:22:00,2163.54,Preparing
ORD01230,CUST0155,2025-11-24 22:49:00,644.41,Cancelled
ORD01231,CUST0623,2025-03-31 00:18:00,1236.84,Preparing
ORD01232,CUST0233,2025-08-05 13:05:00,2432.78,Delivered
ORD01233,CUST0565,2026-05-15 14:02:00,1033.82,Delivered
ORD01234,CUST0518,2026-02-18 05:53:00,1284.9,Placed
ORD01235,CUST0406,2025-02-21 11:41:00,2076.7,Cancelled
ORD01236,CUST0695,2025-10-14 20:11:00,2412.78,Delivered
ORD01237,CUST0446,2026-04-18 22:48:00,2162.87,Delivered
ORD01238,CUST0772,2025-05-15 04:09:00,2427.67,Preparing
ORD01239,CUST0146,2026-05-03 05:58:00,140.53,Placed
ORD01240,CUST0158,2025-06-27 17:42:00,1458.58,Preparing
ORD01241,CUST0415,2025-01-30 12:11:00,1583.04,Out For Delivery
ORD01242,CUST0922,2025-07-19 07:53:00,1996.85,Delivered
ORD01243,CUST0876,2025-11-28 03:34:00,1052.37,Delivered
ORD01244,CUST0007,2025-09-06 21:20:00,1441.34,Out For Delivery
ORD01245,CUST0332,2025-03-18 00:56:00,627.4,Delivered
ORD01246,CUST0521,2026-02-06 09:42:00,1470.19,Delivered
ORD01247,CUST0322,2026-01-10 08:50:00,967.68,Out For Delivery
ORD01248,CUST0960,2025-11-17 21:04:00,1127.49,Out For Delivery
ORD01249,CUST0941,2025-12-11 10:21:00,140.58,Placed
ORD01250,CUST0217,2025-10-30 10:28:00,958.61,Preparing
ORD01251,CUST0831,2025-03-12 00:16:00,2443.35,Placed
ORD01252,CUST0509,2025-02-19 04:46:00,459.21,Placed
ORD01253,CUST0770,2026-01-02 13:57:00,1068.48,Cancelled
ORD01254,CUST0038,2025-10-17 16:30:00,495.94,Delivered
ORD01255,CUST0818,2025-11-05 05:08:00,1034.57,Placed
ORD01256,CUST0591,2026-05-09 16:34:00,1657.0,Delivered
ORD01257,CUST0959,2025-04-17 20:43:00,2298.02,Out For Delivery
ORD01258,CUST0646,2026-01-30 12:21:00,174.11,Cancelled
ORD01259,CUST0653,2025-06-21 05:14:00,209.63,Placed
ORD01260,CUST0025,2026-02-01 11:31:00,753.49,Out For Delivery
ORD01261,CUST0944,2025-05-26 15:00:00,102.86,Delivered
ORD01262,CUST0314,2025-06-08 17:42:00,1291.39,Out For Delivery
ORD01263,CUST0946,2025-06-08 02:26:00,1025.58,Out For Delivery
ORD01264,CUST0264,2026-03-16 10:02:00,686.23,Out For Delivery
ORD01265,CUST0039,2025-10-29 23:24:00,1456.11,Cancelled
ORD01266,CUST0081,2025-02-26 20:36:00,429.65,Delivered
ORD01267,CUST0712,2025-07-09 18:29:00,530.19,Out For Delivery
ORD01268,CUST0474,2025-07-31 21:13:00,663.45,Placed
ORD01269,CUST0939,2025-09-26 19:54:00,1467.8,Out For Delivery
ORD01270,CUST0289,2025-07-31 21:27:00,2433.7,Out For Delivery
ORD01271,CUST0300,2026-01-17 07:19:00,1985.36,Out For Delivery
ORD01272,CUST0951,2025-11-05 18:15:00,681.9,Out For Delivery
ORD01273,CUST0232,2025-10-22 08:56:00,141.22,Cancelled
ORD01274,CUST0608,2025-06-18 16:26:00,1835.08,Preparing
ORD01275,CUST0546,2025-11-25 16:37:00,747.06,Preparing
ORD01276,CUST0916,2026-01-25 18:28:00,1759.05,Placed
ORD01277,CUST0491,2025-06-17 09:57:00,934.59,Out For Delivery
ORD01278,CUST0380,2025-06-22 15:51:00,1284.9,Preparing
ORD01280,CUST0581,2025-01-28 00:09:00,2199.14,Placed
ORD01281,CUST0752,2026-03-19 14:21:00,2174.37,Cancelled
ORD01282,CUST0339,2025-10-26 10:40:00,1231.25,Placed
ORD01283,CUST0826,2025-02-10 18:39:00,265.08,Out For Delivery
ORD01284,CUST0713,2025-06-17 12:24:00,273.95,Cancelled
ORD01285,CUST0210,2025-06-01 05:12:00,1284.9,Preparing
ORD01286,CUST0318,2025-08-23 09:11:00,1284.9,Placed
ORD01287,CUST0462,2026-01-01 18:26:00,1763.55,Delivered
ORD01288,CUST0029,2025-01-17 17:50:00,2378.9,Out For Delivery
ORD01289,CUST0583,2026-03-17 08:24:00,2402.23,Preparing
ORD01290,CUST0663,2025-12-06 15:28:00,254.59,Out For Delivery
ORD01291,CUST0213,2026-03-07 10:03:00,1387.75,Out For Delivery
ORD01292,CUST0835,2025-10-14 19:17:00,912.02,Delivered
ORD01293,CUST0772,2026-04-18 05:12:00,1348.75,Preparing
ORD01294,CUST0140,2025-01-09 04:21:00,2479.62,Preparing
ORD01296,CUST0923,2025-08-08 14:23:00,125.69,Delivered
ORD01297,CUST0625,2025-06-27 10:15:00,236.0,Out For Delivery
ORD01298,CUST0081,2026-04-28 05:58:00,1496.13,Out For Delivery
ORD01299,CUST0030,2025-04-21 08:45:00,2001.77,Placed
ORD01300,CUST0070,2026-04-30 18:51:00,2498.56,Placed
ORD01301,CUST0981,2025-03-25 21:51:00,225.09,Out For Delivery
ORD01302,CUST0740,2025-07-31 08:42:00,1210.17,Placed
ORD01303,CUST0652,2025-12-20 15:20:00,1093.41,Cancelled
ORD01304,CUST0883,2025-04-04 08:03:00,1635.57,Preparing
ORD01305,CUST0158,2026-02-08 21:30:00,914.75,Placed
ORD01306,CUST0042,2026-02-15 18:50:00,1024.67,Cancelled
ORD01307,CUST0520,2026-01-07 23:09:00,1265.12,Preparing
ORD01308,CUST0079,2026-02-11 05:06:00,306.29,Placed
ORD01309,CUST0526,2025-01-22 07:44:00,1752.06,Delivered
ORD01310,CUST0052,2025-12-09 02:29:00,2171.09,Delivered
ORD01311,CUST0645,2026-04-23 07:38:00,348.57,Cancelled
ORD01312,CUST0183,2025-11-03 10:47:00,1934.36,Delivered
ORD01313,CUST0928,2025-09-10 12:47:00,628.75,Delivered
ORD01315,CUST0267,2025-10-30 20:24:00,561.66,Preparing
ORD01317,CUST0313,2025-09-15 16:31:00,1284.9,Out For Delivery
ORD01318,CUST0824,2025-03-27 00:55:00,1739.48,Cancelled
ORD01319,CUST0785,2026-03-24 10:12:00,1175.67,Out For Delivery
ORD01320,CUST0407,2025-08-07 20:42:00,2374.31,Cancelled
ORD01321,CUST0275,2025-04-05 14:58:00,865.38,Preparing
ORD01322,CUST0158,2025-01-09 13:05:00,938.3,Placed
ORD01323,CUST0029,2025-12-01 11:36:00,478.4,Cancelled
ORD01324,CUST0947,2026-03-19 13:13:00,1519.39,Out For Delivery
ORD01325,CUST0412,2025-04-30 13:15:00,1828.48,Preparing
ORD01326,CUST0638,2026-01-06 09:42:00,531.72,Delivered
ORD01327,CUST0266,2025-11-16 16:01:00,1422.94,Placed
ORD01328,CUST0229,2025-12-02 17:48:00,204.66,Cancelled
ORD01329,CUST0722,2026-03-15 05:04:00,300.9,Preparing
ORD01330,CUST0801,2025-02-09 11:47:00,1690.59,Placed
ORD01331,CUST0891,2025-08-11 17:26:00,2479.44,Out For Delivery
ORD01332,CUST0597,2025-02-26 16:20:00,1389.36,Delivered
ORD01333,CUST0137,2026-03-05 21:00:00,1031.84,Cancelled
ORD01334,CUST0510,2025-08-15 20:33:00,2096.58,Cancelled
ORD01335,CUST0398,2025-11-23 12:18:00,1058.31,Out For Delivery
ORD01336,CUST0446,2026-01-06 04:13:00,532.7,Cancelled
ORD01337,CUST0829,2025-03-16 05:04:00,141.06,Placed
ORD01338,CUST0260,2025-09-30 06:50:00,775.37,Delivered
ORD01339,CUST0582,2026-01-31 22:55:00,1230.54,Cancelled
ORD01340,CUST0417,2025-10-29 19:38:00,766.44,Cancelled
ORD01341,CUST0716,2025-04-12 03:47:00,236.83,Delivered
ORD01343,CUST0553,2025-06-22 06:34:00,2195.12,Placed
ORD01344,CUST0830,2025-04-02 08:15:00,2257.95,Cancelled
ORD01345,CUST0567,2025-12-19 05:59:00,2044.76,Preparing
ORD01346,CUST0627,2025-02-01 01:28:00,1774.02,Preparing
ORD01347,CUST0956,2025-05-05 07:11:00,2483.06,Preparing
ORD01348,CUST0915,2025-07-17 21:50:00,589.23,Delivered
ORD01349,CUST0518,2025-06-22 20:07:00,2412.34,Delivered
ORD01350,CUST0254,2025-08-11 17:19:00,360.78,Placed
ORD01351,CUST0811,2025-03-22 06:57:00,1561.06,Placed
ORD01352,CUST0749,2026-05-13 07:22:00,1206.61,Cancelled
ORD01353,CUST0489,2025-06-16 22:48:00,1780.76,Delivered
ORD01354,CUST0395,2025-02-18 20:02:00,1609.96,Out For Delivery
ORD01355,CUST0651,2026-04-06 17:33:00,1670.05,Out For Delivery
ORD01356,CUST0131,2025-08-28 19:28:00,380.27,Cancelled
ORD01357,CUST0608,2025-08-03 18:54:00,692.68,Out For Delivery
ORD01358,CUST0753,2025-12-12 00:45:00,461.62,Delivered
ORD01359,CUST0842,2025-07-24 17:24:00,1567.93,Out For Delivery
ORD01360,CUST0332,2025-08-18 06:19:00,1523.62,Preparing
ORD01361,CUST0280,2025-12-10 13:40:00,1933.59,Out For Delivery
ORD01362,CUST0623,2025-01-12 14:17:00,442.53,Cancelled
ORD01363,CUST0312,2025-02-02 14:36:00,1284.9,Cancelled
ORD01364,CUST0469,2025-06-07 21:43:00,1441.96,Cancelled
ORD01365,CUST0283,2025-02-08 16:12:00,2024.76,Out For Delivery
ORD01366,CUST0296,2026-03-06 14:33:00,924.07,Delivered
ORD01367,CUST0547,2025-02-24 12:18:00,1380.89,Out For Delivery
ORD01369,CUST0856,2026-03-31 01:10:00,2406.83,Placed
ORD01370,CUST0617,2026-04-07 01:01:00,529.94,Cancelled
ORD01371,CUST0107,2026-01-30 07:00:00,1395.1,Cancelled
ORD01372,CUST0043,2025-06-18 15:19:00,1398.06,Preparing
ORD01373,CUST0269,2026-03-03 23:06:00,1284.9,Preparing
ORD01374,CUST0458,2026-02-08 11:58:00,101.52,Placed
ORD01375,CUST0779,2025-12-14 12:06:00,2186.65,Cancelled
ORD01376,CUST0934,2026-05-11 11:24:00,1439.1,Cancelled
ORD01377,CUST0555,2025-12-07 09:27:00,224.29,Delivered
ORD01378,CUST0670,2025-03-02 16:30:00,1284.9,Placed
ORD01379,CUST0209,2025-08-07 11:56:00,214.25,Out For Delivery
ORD01380,CUST0993,2025-05-10 04:38:00,203.84,Delivered
ORD01381,CUST0433,2025-10-14 12:52:00,495.6,Placed
ORD01382,CUST0130,2025-03-01 10:58:00,1533.66,Delivered
ORD01383,CUST0787,2025-04-02 05:54:00,1561.57,Out For Delivery
ORD01384,CUST0664,2025-12-04 09:28:00,720.69,Out For Delivery
ORD01385,CUST0555,2025-05-28 21:50:00,1533.49,Cancelled
ORD01386,CUST0869,2026-02-26 07:34:00,114.66,Placed
ORD01387,CUST0747,2025-06-28 06:06:00,2089.36,Cancelled
ORD01388,CUST0404,2025-03-07 21:11:00,2333.24,Placed
ORD01389,CUST0243,2026-04-18 20:09:00,1211.95,Preparing
ORD01390,CUST0658,2025-10-07 23:15:00,1433.64,Out For Delivery
ORD01391,CUST0599,2025-12-09 09:10:00,931.06,Out For Delivery
ORD01392,CUST0515,2025-06-17 15:23:00,1176.7,Placed
ORD01393,CUST0873,2025-11-23 01:23:00,322.59,Delivered
ORD01394,CUST0236,2026-01-27 11:40:00,1953.71,Out For Delivery
ORD01395,CUST0762,2026-03-13 23:18:00,1994.73,Delivered
ORD01396,CUST0720,2026-02-17 18:29:00,794.52,Cancelled
ORD01397,CUST0501,2025-09-19 17:01:00,399.55,Preparing
ORD01398,CUST0071,2025-12-19 06:15:00,1350.8,Cancelled
ORD01399,CUST0039,2025-09-20 15:32:00,520.2,Cancelled
ORD01401,CUST0321,2025-04-03 03:28:00,1080.62,Preparing
ORD01402,CUST0495,2026-02-20 16:03:00,1454.86,Placed
ORD01403,CUST0193,2025-05-30 08:55:00,310.29,Delivered
ORD01404,CUST0167,2025-10-31 12:37:00,2468.65,Preparing
ORD01405,CUST0602,2025-11-06 18:16:00,1609.85,Delivered
ORD01406,CUST0054,2025-11-09 18:36:00,169.58,Placed
ORD01407,CUST0568,2025-06-24 15:14:00,1375.1,Preparing
ORD01408,CUST0349,2025-03-25 03:45:00,1526.68,Cancelled
ORD01409,CUST0667,2025-05-31 12:17:00,1335.04,Cancelled
ORD01410,CUST0923,2026-03-06 21:39:00,1498.81,Delivered
ORD01411,CUST0380,2026-02-26 15:21:00,1470.44,Cancelled
ORD01412,CUST0114,2026-03-08 18:03:00,271.5,Cancelled
ORD01413,CUST0677,2026-04-05 21:54:00,277.55,Preparing
ORD01414,CUST0655,2025-11-08 14:57:00,134.53,Out For Delivery
ORD01415,CUST0938,2026-05-10 08:59:00,337.32,Out For Delivery
ORD01416,CUST0509,2026-01-25 05:33:00,2456.9,Placed
ORD01417,CUST0654,2025-01-16 06:33:00,1904.77,Cancelled
ORD01418,CUST0252,2025-11-09 15:53:00,760.25,Out For Delivery
ORD01419,CUST0024,2026-01-13 19:42:00,2418.57,Cancelled
ORD01420,CUST0108,2025-08-16 14:36:00,857.49,Cancelled
ORD01421,CUST0600,2025-04-17 07:52:00,314.63,Out For Delivery
ORD01422,CUST0022,2026-01-22 23:29:00,128.53,Out For Delivery
ORD01423,CUST0021,2026-01-18 23:07:00,678.71,Cancelled
ORD01424,CUST0879,2025-09-30 04:54:00,1238.35,Preparing
ORD01425,CUST0125,2025-05-05 23:27:00,241.77,Cancelled
ORD01426,CUST0104,2026-03-15 16:45:00,780.18,Placed
ORD01427,CUST0732,2025-08-25 06:25:00,923.8,Cancelled
ORD01428,CUST0412,2025-03-13 14:05:00,936.83,Cancelled
ORD01429,CUST0362,2025-05-04 19:03:00,1603.92,Cancelled
ORD01430,CUST0770,2026-03-07 13:05:00,2393.5,Delivered
ORD01431,CUST0343,2026-03-17 12:52:00,1503.48,Cancelled
ORD01432,CUST0899,2025-03-01 03:24:00,1042.93,Cancelled
ORD01433,CUST0521,2026-04-12 07:30:00,1196.65,Preparing
ORD01435,CUST0827,2025-05-11 08:04:00,1284.9,Placed
ORD01436,CUST0714,2025-08-25 10:40:00,903.43,Out For Delivery
ORD01437,CUST0999,2025-07-11 03:02:00,1444.52,Placed
ORD01438,CUST0009,2025-05-16 04:31:00,1113.33,Cancelled
ORD01439,CUST0266,2025-12-13 08:29:00,1911.95,Preparing
ORD01440,CUST0949,2025-01-12 18:26:00,207.77,Delivered
ORD01441,CUST0882,2026-04-15 21:55:00,2416.46,Placed
ORD01442,CUST0550,2026-01-26 08:39:00,1936.63,Out For Delivery
ORD01443,CUST0877,2025-12-28 07:53:00,888.76,Delivered
ORD01444,CUST0465,2025-05-17 06:01:00,1119.56,Cancelled
ORD01445,CUST0808,2025-02-24 12:53:00,750.37,Placed
ORD01446,CUST0605,2025-09-15 16:57:00,1284.2,Cancelled
ORD01447,CUST0368,2026-05-08 16:14:00,614.68,Out For Delivery
ORD01448,CUST0850,2025-05-09 03:14:00,1552.1,Cancelled
ORD01449,CUST0358,2025-04-09 16:52:00,1105.91,Placed
ORD01450,CUST0137,2025-06-28 08:50:00,194.85,Out For Delivery
ORD01451,CUST0884,2026-03-22 07:57:00,183.64,Out For Delivery
ORD01452,CUST0275,2026-01-24 08:04:00,1797.46,Delivered
ORD01453,CUST0279,2025-02-21 18:13:00,990.96,Preparing
ORD01454,CUST0061,2025-11-15 15:45:00,337.1,Preparing
ORD01455,CUST0975,2025-08-27 00:37:00,1439.25,Preparing
ORD01456,CUST0887,2026-04-23 18:26:00,525.89,Placed
ORD01457,CUST0813,2025-03-15 05:18:00,2097.72,Preparing
ORD01458,CUST0547,2026-03-01 19:03:00,833.15,Cancelled
ORD01459,CUST0221,2025-01-26 15:00:00,1058.46,Preparing
ORD01460,CUST0798,2025-01-18 01:38:00,2001.81,Delivered
ORD01461,CUST0139,2025-02-05 18:23:00,1284.9,Cancelled
ORD01462,CUST0488,2025-11-06 10:01:00,1287.84,Preparing
ORD01463,CUST0989,2025-01-07 00:51:00,1576.81,Placed
ORD01464,CUST0671,2025-08-20 05:10:00,590.07,Delivered
ORD01465,CUST0484,2026-03-29 02:41:00,1284.9,Placed
ORD01466,CUST0324,2026-03-22 22:49:00,1078.03,Placed
ORD01467,CUST0172,2025-10-08 02:30:00,1191.49,Out For Delivery
ORD01468,CUST0149,2026-02-27 07:48:00,2156.39,Preparing
ORD01469,CUST0664,2025-07-23 00:09:00,615.22,Cancelled
ORD01470,CUST0978,2026-01-11 21:46:00,751.83,Delivered
ORD01471,CUST0185,2025-07-12 19:01:00,538.32,Out For Delivery
ORD01472,CUST0134,2025-08-29 13:05:00,1546.43,Out For Delivery
ORD01474,CUST0392,2025-01-19 04:06:00,1701.8,Out For Delivery
ORD01475,CUST0945,2026-03-07 02:10:00,1397.18,Delivered
ORD01476,CUST0751,2025-11-07 17:56:00,1249.53,Delivered
ORD01477,CUST0527,2025-12-12 13:08:00,1010.49,Placed
ORD01478,CUST0276,2025-06-09 14:16:00,1898.08,Delivered
ORD01479,CUST0091,2026-05-16 18:07:00,1277.67,Cancelled
ORD01480,CUST0448,2025-06-03 01:03:00,1868.74,Cancelled
ORD01481,CUST0966,2026-05-14 06:25:00,1852.87,Preparing
ORD01482,CUST0236,2025-05-23 17:17:00,749.01,Placed
ORD01483,CUST0588,2026-05-10 16:26:00,1136.06,Preparing
ORD01485,CUST0337,2025-01-01 06:48:00,246.3,Placed
ORD01486,CUST0813,2025-05-30 23:45:00,1188.25,Cancelled
ORD01488,CUST0818,2025-01-02 00:37:00,2140.95,Delivered
ORD01489,CUST0156,2026-02-25 07:08:00,583.7,Delivered
ORD01490,CUST0545,2026-04-29 18:46:00,1819.27,Placed
ORD01491,CUST0751,2025-06-22 09:34:00,2382.29,Cancelled
ORD01492,CUST0398,2025-05-06 01:03:00,1532.14,Cancelled
ORD01493,CUST0256,2025-08-11 03:56:00,2104.08,Delivered
ORD01494,CUST0904,2025-02-13 10:05:00,1432.71,Out For Delivery
ORD01495,CUST0145,2026-01-24 18:51:00,2434.67,Preparing
ORD01496,CUST0681,2025-01-07 02:23:00,1930.33,Out For Delivery
ORD01498,CUST0415,2025-08-10 14:09:00,329.18,Cancelled
ORD01499,CUST0739,2025-01-09 04:45:00,2284.6,Cancelled
ORD01500,CUST0228,2025-09-20 14:38:00,793.57,Placed
ORD01501,CUST0145,2025-01-18 16:22:00,268.07,Out For Delivery
ORD01502,CUST0479,2025-04-27 11:40:00,1087.81,Preparing
ORD01503,CUST0466,2025-01-09 00:18:00,1587.41,Cancelled
ORD01504,CUST0340,2025-02-24 17:07:00,2351.84,Preparing
ORD01505,CUST0355,2025-10-17 00:18:00,2241.41,Placed
ORD01506,CUST0617,2025-03-30 07:03:00,1080.16,Placed
ORD01507,CUST0535,2025-03-15 14:05:00,1836.18,Preparing
ORD01508,CUST0582,2026-01-12 20:27:00,314.97,Placed
ORD01509,CUST0546,2026-01-02 11:00:00,1130.52,Out For Delivery
ORD01510,CUST0913,2026-01-10 08:19:00,210.41,Out For Delivery
ORD01511,CUST0451,2025-08-03 07:54:00,1018.77,Placed
ORD01512,CUST0243,2025-01-04 11:31:00,2016.52,Preparing
ORD01513,CUST0866,2025-03-18 08:15:00,2406.65,Placed
ORD01514,CUST0174,2025-03-25 10:48:00,1730.53,Delivered
ORD01515,CUST0464,2025-01-02 16:25:00,1788.62,Delivered
ORD01516,CUST0802,2025-07-24 04:54:00,2460.56,Cancelled
