order_id,status,updated_at
ORD15028,Out For Delivery,2026-04-17 20:12:00
ORD15028,Delivered,2026-04-17 20:26:00
ORD15029,Placed,2026-04-17 17:25:00
ORD15029,Cancelled,2026-04-17 17:37:00
ORD1503,Placed,2026-04-17 11:52:00
ORD1503,Preparing,2026-04-17 11:59:00
ORD1503,Out For Delivery,2026-04-17 12:11:00
ORD1503,Delivered,2026-04-17 12:17:00
ORD15030,Placed,2026-04-17 18:32:00
ORD15030,Preparing,2026-04-17 18:37:00
ORD15030,Out For Delivery,2026-04-17 18:51:00
ORD15030,Delivered,2026-04-17 18:59:00
ORD15031,Placed,2026-04-17 12:36:00
ORD15031,Cancelled,2026-04-17 12:46:00
ORD15032,Placed,2026-04-17 16:33:00
ORD15032,Preparing,2026-04-17 16:44:00
ORD15032,Out For Delivery,2026-04-17 16:51:00
ORD15032,Delivered,2026-04-17 17:02:00
ORD15033,Placed,2026-04-17 14:21:00
ORD15033,Preparing,2026-04-17 14:32:00
ORD15033,Out For Delivery,2026-04-17 14:39:00
ORD15033,Delivered,2026-04-17 14:45:00
ORD15034,Placed,2026-04-17 10:43:00
ORD15034,Preparing,2026-04-17 10:48:00
ORD15034,Out For Delivery,2026-04-17 10:53:00
ORD15034,Delivered,2026-04-17 11:02:00
ORD15035,Placed,2026-04-17 11:52:00
ORD15035,Preparing,2026-04-17 11:58:00
ORD15035,Out For Delivery,2026-04-17 12:11:00
ORD15035,Delivered,2026-04-17 12:26:00
ORD15036,Placed,2026-04-17 10:20:00
ORD15036,Cancelled,2026-04-17 10:29:00
ORD15037,Placed,2026-04-17 10:46:00
ORD15037,Preparing,2026-04-17 10:56:00
ORD15037,Out For Delivery,2026-04-17 11:05:00
ORD15037,Delivered,2026-04-17 11:10:00
ORD15038,Placed,2026-04-17 14:53:00
ORD15038,Preparing,2026-04-17 15:06:00
ORD15038,Out For Delivery,2026-04-17 15:13:00
ORD15038,Delivered,2026-04-17 15:24:00
ORD15039,Placed,2026-04-17 14:28:00
ORD15039,Preparing,2026-04-17 14:43:00
ORD15039,Out For Delivery,2026-04-17 14:56:00
ORD15039,Delivered,2026-04-17 15:08:00
ORD1504,Placed,2026-04-17 13:32:00
ORD1504,Preparing,2026-04-17 13:47:00
ORD1504,Out For Delivery,2026-04-17 13:55:00
ORD1504,Delivered,2026-04-17 14:10:00
ORD15040,Placed,2026-04-17 16:27:00
ORD15040,Preparing,2026-04-17 16:41:00
ORD15040,Out For Delivery,2026-04-17 16:54:00
ORD15040,Delivered,2026-04-17 17:00:00
ORD15041,Placed,2026-04-17 19:15:00
ORD15041,Cancelled,2026-04-17 19:24:00
ORD15042,Placed,2026-04-17 19:51:00
ORD15042,Preparing,2026-04-17 20:02:00
ORD15042,Out For Delivery,2026-04-17 20:11:00
ORD15042,Delivered,2026-04-17 20:24:00
ORD15043,Placed,2026-04-17 11:27:00
ORD15043,Preparing,2026-04-17 11:37:00
ORD15043,Out For Delivery,2026-04-17 11:42:00
ORD15043,Delivered,2026-04-17 11:56:00
ORD15044,Placed,2026-04-17 18:24:00
ORD15044,Preparing,2026-04-17 18:31:00
ORD15044,Out For Delivery,2026-04-17 18:46:00
ORD15044,Delivered,2026-04-17 18:57:00
ORD15045,Placed,2026-04-17 10:25:00
ORD15045,Preparing,2026-04-17 10:38:00
ORD15045,Out For Delivery,2026-04-17 10:51:00
ORD15045,Delivered,2026-04-17 11:05:00
ORD15046,Placed,2026-04-17 13:44:00
ORD15046,Preparing,2026-04-17 13:53:00
ORD15046,Out For Delivery,2026-04-17 14:01:00
ORD15046,Delivered,2026-04-17 14:07:00
ORD15047,Placed,2026-04-17 17:41:00
ORD15047,Preparing,2026-04-17 17:53:00
ORD15047,Out For Delivery,2026-04-17 17:59:00
ORD15047,Delivered,2026-04-17 18:04:00
ORD15048,Placed,2026-04-17 11:49:00
ORD15048,Preparing,2026-04-17 11:57:00
ORD15048,Out For Delivery,2026-04-17 12:07:00
ORD15048,Delivered,2026-04-17 12:12:00
ORD15049,Placed,2026-04-17 18:51:00
ORD15049,Cancelled,2026-04-17 19:00:00
ORD1505,Placed,2026-04-17 15:13:00
ORD1505,Preparing,2026-04-17 15:22:00
ORD1505,Out For Delivery,2026-04-17 15:36:00
ORD1505,Delivered,2026-04-17 15:41:00
ORD15050,Placed,2026-04-17 19:55:00
ORD15050,Preparing,2026-04-17 20:06:00
ORD15050,Out For Delivery,2026-04-17 20:12:00
ORD15050,Delivered,2026-04-17 20:20:00
ORD15051,Placed,2026-04-17 17:27:00
ORD15051,Preparing,2026-04-17 17:42:00
ORD15051,Out For Delivery,2026-04-17 17:55:00
ORD15051,Delivered,2026-04-17 18:08:00
ORD15052,Placed,2026-04-17 18:31:00
ORD15052,Preparing,2026-04-17 18:46:00
ORD15052,Out For Delivery,2026-04-17 18:52:00
ORD15052,Delivered,2026-04-17 19:00:00
ORD15053,Placed,2026-04-17 11:12:00
ORD15053,Preparing,2026-04-17 11:22:00
ORD15053,Out For Delivery,2026-04-17 11:32:00
ORD15053,Delivered,2026-04-17 11:38:00
ORD15054,Placed,2026-04-17 12:42:00
ORD15054,Preparing,2026-04-17 12:51:00
ORD15054,Out For Delivery,2026-04-17 13:00:00
ORD15054,Delivered,2026-04-17 13:12:00
ORD15055,Placed,2026-04-17 12:45:00
ORD15055,Preparing,2026-04-17 12:54:00
ORD15055,Out For Delivery,2026-04-17 13:05:00
ORD15055,Delivered,2026-04-17 13:14:00
ORD15056,Placed,2026-04-17 11:48:00
ORD15056,Preparing,2026-04-17 11:56:00
ORD15056,Out For Delivery,2026-04-17 12:01:00
ORD15056,Delivered,2026-04-17 12:06:00
ORD15057,Placed,2026-04-17 15:20:00
ORD15057,Preparing,2026-04-17 15:34:00
ORD15057,Out For Delivery,2026-04-17 15:45:00
ORD15057,Delivered,2026-04-17 16:00:00
ORD15058,Placed,2026-04-17 10:50:00
ORD15058,Preparing,2026-04-17 11:04:00
ORD15058,Out For Delivery,2026-04-17 11:14:00
ORD15058,Delivered,2026-04-17 11:22:00
ORD15059,Placed,2026-04-17 16:34:00
ORD15059,Preparing,2026-04-17 16:39:00
ORD15059,Out For Delivery,2026-04-17 16:45:00
ORD15059,Delivered,2026-04-17 16:56:00
ORD1506,Placed,2026-04-17 19:20:00
ORD1506,Preparing,2026-04-17 19:31:00
ORD1506,Out For Delivery,2026-04-17 19:45:00
ORD1506,Delivered,2026-04-17 19:51:00
ORD15060,Placed,2026-04-17 11:27:00
ORD15060,Preparing,2026-04-17 11:42:00
ORD15060,Out For Delivery,2026-04-17 11:57:00
ORD15060,Delivered,2026-04-17 12:05:00
ORD15061,Placed,2026-04-17 11:15:00
ORD15061,Cancelled,2026-04-17 11:20:00
ORD15062,Placed,2026-04-17 17:14:00
ORD15062,Preparing,2026-04-17 17:22:00
ORD15062,Out For Delivery,2026-04-17 17:30:00
ORD15062,Delivered,2026-04-17 17:35:00
ORD15063,Placed,2026-04-17 15:11:00
ORD15063,Preparing,2026-04-17 15:24:00
ORD15063,Out For Delivery,2026-04-17 15:31:00
ORD15063,Delivered,2026-04-17 15:39:00
ORD15064,Placed,2026-04-17 16:33:00
ORD15064,Cancelled,2026-04-17 16:48:00
ORD15065,Placed,2026-04-17 14:05:00
ORD15065,Preparing,2026-04-17 14:15:00
ORD15065,Out For Delivery,2026-04-17 14:20:00
ORD15065,Delivered,2026-04-17 14:34:00
ORD15066,Placed,2026-04-17 10:19:00
ORD15066,Preparing,2026-04-17 10:31:00
ORD15066,Out For Delivery,2026-04-17 10:36:00
ORD15066,Delivered,2026-04-17 10:42:00
ORD15067,Placed,2026-04-17 16:37:00
ORD15067,Preparing,2026-04-17 16:51:00
ORD15067,Out For Delivery,2026-04-17 16:56:00
ORD15067,Delivered,2026-04-17 17:11:00
ORD15068,Placed,2026-04-17 17:24:00
ORD15068,Preparing,2026-04-17 17:30:00
ORD15068,Out For Delivery,2026-04-17 17:38:00
ORD15068,Delivered,2026-04-17 17:49:00
ORD15069,Placed,2026-04-17 19:16:00
ORD15069,Preparing,2026-04-17 19:25:00
ORD15069,Out For Delivery,2026-04-17 19:38:00
ORD15069,Delivered,2026-04-17 19:51:00
ORD1507,Placed,2026-04-17 19:02:00
ORD1507,Preparing,2026-04-17 19:13:00
ORD1507,Out For Delivery,2026-04-17 19:27:00
ORD1507,Delivered,2026-04-17 19:42:00
ORD15070,Placed,2026-04-17 15:02:00
ORD15070,Cancelled,2026-04-17 15:07:00
ORD15071,Placed,2026-04-17 17:39:00
ORD15071,Cancelled,2026-04-17 17:50:00
ORD15072,Placed,2026-04-17 17:55:00
ORD15072,Preparing,2026-04-17 18:04:00
ORD15072,Out For Delivery,2026-04-17 18:17:00
ORD15072,Delivered,2026-04-17 18:27:00
ORD15073,Placed,2026-04-17 13:01:00
ORD15073,Preparing,2026-04-17 13:12:00
ORD15073,Out For Delivery,2026-04-17 13:22:00
ORD15073,Delivered,2026-04-17 13:32:00
ORD15074,Placed,2026-04-17 17:40:00
ORD15074,Cancelled,2026-04-17 17:45:00
ORD15075,Placed,2026-04-17 12:03:00
ORD15075,Preparing,2026-04-17 12:18:00
ORD15075,Out For Delivery,2026-04-17 12:24:00
ORD15075,Delivered,2026-04-17 12:39:00
ORD15076,Placed,2026-04-17 19:52:00
ORD15076,Preparing,2026-04-17 20:06:00
ORD15076,Out For Delivery,2026-04-17 20:11:00
ORD15076,Delivered,2026-04-17 20:26:00
ORD15077,Placed,2026-04-17 15:07:00
ORD15077,Preparing,2026-04-17 15:12:00
ORD15077,Out For Delivery,2026-04-17 15:22:00
ORD15077,Delivered,2026-04-17 15:34:00
ORD15078,Placed,2026-04-17 16:29:00
ORD15078,Cancelled,2026-04-17 16:44:00
ORD15079,Placed,2026-04-17 12:38:00
ORD15079,Preparing,2026-04-17 12:48:00
ORD15079,Out For Delivery,2026-04-17 13:00:00
ORD15079,Delivered,2026-04-17 13:13:00
ORD1508,Placed,2026-04-17 13:09:00
ORD1508,Cancelled,2026-04-17 13:15:00
ORD15080,Placed,2026-04-17 15:55:00
ORD15080,Preparing,2026-04-17 16:08:00
ORD15080,Out For Delivery,2026-04-17 16:14:00
ORD15080,Delivered,2026-04-17 16:23:00
ORD15081,Placed,2026-04-17 18:42:00
ORD15081,Preparing,2026-04-17 18:52:00
ORD15081,Out For Delivery,2026-04-17 19:07:00
ORD15081,Delivered,2026-04-17 19:21:00
ORD15082,Placed,2026-04-17 16:44:00
ORD15082,Preparing,2026-04-17 16:59:00
ORD15082,Out For Delivery,2026-04-17 17:12:00
ORD15082,Delivered,2026-04-17 17:27:00
ORD15083,Placed,2026-04-17 13:07:00
ORD15083,Preparing,2026-04-17 13:22:00
ORD15083,Out For Delivery,2026-04-17 13:27:00
ORD15083,Delivered,2026-04-17 13:37:00
ORD15084,Placed,2026-04-17 16:25:00
ORD15084,Preparing,2026-04-17 16:40:00
ORD15084,Out For Delivery,2026-04-17 16:52:00
ORD15084,Delivered,2026-04-17 17:01:00
ORD15085,Placed,2026-04-17 13:29:00
ORD15085,Preparing,2026-04-17 13:43:00
ORD15085,Out For Delivery,2026-04-17 13:56:00
ORD15085,Delivered,2026-04-17 14:08:00
ORD15086,Placed,2026-04-17 17:33:00
ORD15086,Preparing,2026-04-17 17:48:00
ORD15086,Out For Delivery,2026-04-17 17:58:00
ORD15086,Delivered,2026-04-17 18:06:00
ORD15087,Placed,2026-04-17 18:05:00
ORD15087,Preparing,2026-04-17 18:15:00
ORD15087,Out For Delivery,2026-04-17 18:22:00
ORD15087,Delivered,2026-04-17 18:35:00
ORD15088,Placed,2026-04-17 19:57:00
ORD15088,Preparing,2026-04-17 20:10:00
ORD15088,Out For Delivery,2026-04-17 20:20:00
ORD15088,Delivered,2026-04-17 20:30:00
ORD15089,Placed,2026-04-17 18:13:00
ORD15089,Preparing,2026-04-17 18:28:00
ORD15089,Out For Delivery,2026-04-17 18:39:00
ORD15089,Delivered,2026-04-17 18:50:00
ORD1509,Placed,2026-04-17 17:02:00
ORD1509,Cancelled,2026-04-17 17:15:00
ORD15090,Placed,2026-04-17 10:57:00
ORD15090,Preparing,2026-04-17 11:02:00
ORD15090,Out For Delivery,2026-04-17 11:13:00
ORD15090,Delivered,2026-04-17 11:19:00
ORD15091,Placed,2026-04-17 13:20:00
ORD15091,Cancelled,2026-04-17 13:25:00
ORD15092,Placed,2026-04-17 13:35:00
ORD15092,Cancelled,2026-04-17 13:41:00
ORD15093,Placed,2026-04-17 10:36:00
ORD15093,Cancelled,2026-04-17 10:48:00
ORD15094,Placed,2026-04-17 19:56:00
ORD15094,Preparing,2026-04-17 20:11:00
ORD15094,Out For Delivery,2026-04-17 20:18:00
ORD15094,Delivered,2026-04-17 20:31:00
ORD15095,Placed,2026-04-17 14:42:00
ORD15095,Preparing,2026-04-17 14:54:00
ORD15095,Out For Delivery,2026-04-17 15:05:00
ORD15095,Delivered,2026-04-17 15:12:00
ORD15096,Placed,2026-04-17 16:18:00
ORD15096,Preparing,2026-04-17 16:33:00
ORD15096,Out For Delivery,2026-04-17 16:45:00
ORD15096,Delivered,2026-04-17 16:50:00
ORD15097,Placed,2026-04-17 19:04:00
ORD15097,Preparing,2026-04-17 19:14:00
ORD15097,Out For Delivery,2026-04-17 19:28:00
ORD15097,Delivered,2026-04-17 19:36:00
ORD15098,Placed,2026-04-17 13:48:00
ORD15098,Preparing,2026-04-17 14:02:00
ORD15098,Out For Delivery,2026-04-17 14:17:00
ORD15098,Delivered,2026-04-17 14:30:00
ORD15099,Placed,2026-04-17 11:20:00
ORD15099,Cancelled,2026-04-17 11:29:00
ORD151,Placed,2026-04-17 15:46:00
ORD151,Preparing,2026-04-17 15:58:00
ORD151,Out For Delivery,2026-04-17 16:07:00
ORD151,Delivered,2026-04-17 16:13:00
ORD1510,Placed,2026-04-17 18:57:00
ORD1510,Preparing,2026-04-17 19:05:00
ORD1510,Out For Delivery,2026-04-17 19:19:00
ORD1510,Delivered,2026-04-17 19:29:00
ORD15100,Placed,2026-04-17 16:20:00
ORD15100,Preparing,2026-04-17 16:25:00
ORD15100,Out For Delivery,2026-04-17 16:39:00
ORD15100,Delivered,2026-04-17 16:51:00
ORD15101,Placed,2026-04-17 15:41:00
ORD15101,Preparing,2026-04-17 15:50:00
ORD15101,Out For Delivery,2026-04-17 16:03:00
ORD15101,Delivered,2026-04-17 16:12:00
ORD15102,Placed,2026-04-17 17:29:00
ORD15102,Preparing,2026-04-17 17:38:00
ORD15102,Out For Delivery,2026-04-17 17:46:00
ORD15102,Delivered,2026-04-17 17:53:00
ORD15103,Placed,2026-04-17 15:51:00
ORD15103,Preparing,2026-04-17 15:59:00
ORD15103,Out For Delivery,2026-04-17 16:07:00
ORD15103,Delivered,2026-04-17 16:12:00
ORD15104,Placed,2026-04-17 19:41:00
ORD15104,Preparing,2026-04-17 19:47:00
ORD15104,Out For Delivery,2026-04-17 19:55:00
ORD15104,Delivered,2026-04-17 20:08:00
ORD15105,Placed,2026-04-17 16:37:00
ORD15105,Preparing,2026-04-17 16:49:00
ORD15105,Out For Delivery,2026-04-17 17:03:00
ORD15105,Delivered,2026-04-17 17:18:00
ORD15106,Placed,2026-04-17 14:17:00
ORD15106,Cancelled,2026-04-17 14:31:00
ORD15107,Placed,2026-04-17 16:21:00
ORD15107,Preparing,2026-04-17 16:26:00
ORD15107,Out For Delivery,2026-04-17 16:35:00
ORD15107,Delivered,2026-04-17 16:49:00
ORD15108,Placed,2026-04-17 10:44:00
ORD15108,Cancelled,2026-04-17 10:50:00
ORD15109,Placed,2026-04-17 17:44:00
ORD15109,Preparing,2026-04-17 17:49:00
ORD15109,Out For Delivery,2026-04-17 18:02:00
ORD15109,Delivered,2026-04-17 18:08:00
ORD1511,Placed,2026-04-17 17:11:00
ORD1511,Cancelled,2026-04-17 17:24:00
ORD15110,Placed,2026-04-17 15:59:00
ORD15110,Preparing,2026-04-17 16:07:00
ORD15110,Out For Delivery,2026-04-17 16:15:00
ORD15110,Delivered,2026-04-17 16:25:00
ORD15111,Placed,2026-04-17 16:02:00
ORD15111,Preparing,2026-04-17 16:13:00
ORD15111,Out For Delivery,2026-04-17 16:20:00
ORD15111,Delivered,2026-04-17 16:28:00
ORD15112,Placed,2026-04-17 17:19:00
ORD15112,Preparing,2026-04-17 17:34:00
ORD15112,Out For Delivery,2026-04-17 17:49:00
ORD15112,Delivered,2026-04-17 18:04:00
ORD15113,Placed,2026-04-17 15:06:00
ORD15113,Preparing,2026-04-17 15:13:00
ORD15113,Out For Delivery,2026-04-17 15:26:00
ORD15113,Delivered,2026-04-17 15:36:00
ORD15114,Placed,2026-04-17 14:55:00
ORD15114,Preparing,2026-04-17 15:10:00
ORD15114,Out For Delivery,2026-04-17 15:19:00
ORD15114,Delivered,2026-04-17 15:28:00
ORD15115,Placed,2026-04-17 13:57:00
ORD15115,Cancelled,2026-04-17 14:05:00
ORD15116,Placed,2026-04-17 16:32:00
ORD15116,Preparing,2026-04-17 16:42:00
ORD15116,Out For Delivery,2026-04-17 16:56:00
ORD15116,Delivered,2026-04-17 17:03:00
ORD15117,Placed,2026-04-17 17:10:00
ORD15117,Preparing,2026-04-17 17:21:00
ORD15117,Out For Delivery,2026-04-17 17:32:00
ORD15117,Delivered,2026-04-17 17:44:00
ORD15118,Placed,2026-04-17 14:58:00
ORD15118,Preparing,2026-04-17 15:03:00
ORD15118,Out For Delivery,2026-04-17 15:16:00
ORD15118,Delivered,2026-04-17 15:24:00
ORD15119,Placed,2026-04-17 17:39:00
ORD15119,Preparing,2026-04-17 17:44:00
ORD15119,Out For Delivery,2026-04-17 17:56:00
ORD15119,Delivered,2026-04-17 18:07:00
ORD1512,Placed,2026-04-17 12:47:00
ORD1512,Preparing,2026-04-17 12:52:00
ORD1512,Out For Delivery,2026-04-17 12:57:00
ORD1512,Delivered,2026-04-17 13:02:00
ORD15120,Placed,2026-04-17 19:19:00
ORD15120,Cancelled,2026-04-17 19:27:00
ORD15121,Placed,2026-04-17 16:59:00
ORD15121,Preparing,2026-04-17 17:04:00
ORD15121,Out For Delivery,2026-04-17 17:13:00
ORD15121,Delivered,2026-04-17 17:25:00
ORD15122,Placed,2026-04-17 13:35:00
ORD15122,Cancelled,2026-04-17 13:41:00
ORD15123,Placed,2026-04-17 19:56:00
ORD15123,Preparing,2026-04-17 20:04:00
ORD15123,Out For Delivery,2026-04-17 20:09:00
ORD15123,Delivered,2026-04-17 20:14:00
ORD15124,Placed,2026-04-17 16:57:00
ORD15124,Cancelled,2026-04-17 17:05:00
ORD15125,Placed,2026-04-17 18:31:00
ORD15125,Cancelled,2026-04-17 18:39:00
ORD15126,Placed,2026-04-17 16:30:00
ORD15126,Cancelled,2026-04-17 16:45:00
ORD15127,Placed,2026-04-17 18:23:00
ORD15127,Preparing,2026-04-17 18:38:00
ORD15127,Out For Delivery,2026-04-17 18:45:00
ORD15127,Delivered,2026-04-17 18:59:00
ORD15128,Placed,2026-04-17 16:19:00
ORD15128,Preparing,2026-04-17 16:31:00
ORD15128,Out For Delivery,2026-04-17 16:41:00
ORD15128,Delivered,2026-04-17 16:49:00
ORD15129,Placed,2026-04-17 16:59:00
ORD15129,Preparing,2026-04-17 17:10:00
ORD15129,Out For Delivery,2026-04-17 17:15:00
ORD15129,Delivered,2026-04-17 17:22:00
ORD1513,Placed,2026-04-17 10:28:00
ORD1513,Preparing,2026-04-17 10:36:00
ORD1513,Out For Delivery,2026-04-17 10:46:00
ORD1513,Delivered,2026-04-17 10:52:00
ORD15130,Placed,2026-04-17 18:29:00
ORD15130,Cancelled,2026-04-17 18:37:00
ORD15131,Placed,2026-04-17 17:05:00
ORD15131,Cancelled,2026-04-17 17:10:00
ORD15132,Placed,2026-04-17 13:02:00
ORD15132,Preparing,2026-04-17 13:14:00
ORD15132,Out For Delivery,2026-04-17 13:20:00
ORD15132,Delivered,2026-04-17 13:26:00
ORD15133,Placed,2026-04-17 20:07:00
ORD15133,Preparing,2026-04-17 20:15:00
ORD15133,Out For Delivery,2026-04-17 20:29:00
ORD15133,Delivered,2026-04-17 20:42:00
ORD15134,Placed,2026-04-17 19:08:00
ORD15134,Preparing,2026-04-17 19:23:00
ORD15134,Out For Delivery,2026-04-17 19:30:00
ORD15134,Delivered,2026-04-17 19:43:00
ORD15135,Placed,2026-04-17 11:40:00
ORD15135,Preparing,2026-04-17 11:48:00
ORD15135,Out For Delivery,2026-04-17 12:02:00
ORD15135,Delivered,2026-04-17 12:11:00
ORD15136,Placed,2026-04-17 17:49:00
ORD15136,Preparing,2026-04-17 17:56:00
ORD15136,Out For Delivery,2026-04-17 18:04:00
ORD15136,Delivered,2026-04-17 18:11:00
ORD15137,Placed,2026-04-17 11:59:00
ORD15137,Cancelled,2026-04-17 12:10:00
ORD15138,Placed,2026-04-17 15:22:00
ORD15138,Preparing,2026-04-17 15:34:00
ORD15138,Out For Delivery,2026-04-17 15:41:00
ORD15138,Delivered,2026-04-17 15:49:00
ORD15139,Placed,2026-04-17 17:10:00
ORD15139,Preparing,2026-04-17 17:23:00
ORD15139,Out For Delivery,2026-04-17 17:29:00
ORD15139,Delivered,2026-04-17 17:36:00
ORD1514,Placed,2026-04-17 19:55:00
ORD1514,Preparing,2026-04-17 20:10:00
ORD1514,Out For Delivery,2026-04-17 20:17:00
ORD1514,Delivered,2026-04-17 20:25:00
ORD15140,Placed,2026-04-17 11:56:00
ORD15140,Preparing,2026-04-17 12:01:00
ORD15140,Out For Delivery,2026-04-17 12:09:00
ORD15140,Delivered,2026-04-17 12:19:00
ORD15141,Placed,2026-04-17 11:38:00
ORD15141,Cancelled,2026-04-17 11:50:00
ORD15142,Placed,2026-04-17 13:21:00
ORD15142,Cancelled,2026-04-17 13:31:00
ORD15143,Placed,2026-04-17 16:46:00
ORD15143,Preparing,2026-04-17 16:56:00
ORD15143,Out For Delivery,2026-04-17 17:07:00
ORD15143,Delivered,2026-04-17 17:18:00
ORD15144,Placed,2026-04-17 16:18:00
ORD15144,Preparing,2026-04-17 16:23:00
ORD15144,Out For Delivery,2026-04-17 16:30:00
ORD15144,Delivered,2026-04-17 16:35:00
ORD15145,Placed,2026-04-17 11:55:00
ORD15145,Preparing,2026-04-17 12:00:00
ORD15145,Out For Delivery,2026-04-17 12:06:00
ORD15145,Delivered,2026-04-17 12:21:00
ORD15146,Placed,2026-04-17 19:23:00
ORD15146,Preparing,2026-04-17 19:34:00
ORD15146,Out For Delivery,2026-04-17 19:45:00
ORD15146,Delivered,2026-04-17 19:54:00
ORD15147,Placed,2026-04-17 16:23:00
ORD15147,Cancelled,2026-04-17 16:29:00
ORD15148,Placed,2026-04-17 18:39:00
ORD15148,Cancelled,2026-04-17 18:49:00
ORD15149,Placed,2026-04-17 14:25:00
ORD15149,Cancelled,2026-04-17 14:39:00
ORD1515,Placed,2026-04-17 17:41:00
ORD1515,Preparing,2026-04-17 17:46:00
ORD1515,Out For Delivery,2026-04-17 17:55:00
ORD1515,Delivered,2026-04-17 18:08:00
ORD15150,Placed,2026-04-17 14:30:00
ORD15150,Preparing,2026-04-17 14:35:00
ORD15150,Out For Delivery,2026-04-17 14:42:00
ORD15150,Delivered,2026-04-17 14:49:00
ORD15151,Placed,2026-04-17 19:45:00
ORD15151,Preparing,2026-04-17 19:51:00
ORD15151,Out For Delivery,2026-04-17 20:06:00
ORD15151,Delivered,2026-04-17 20:13:00
ORD15152,Placed,2026-04-17 18:27:00
ORD15152,Cancelled,2026-04-17 18:42:00
ORD15153,Placed,2026-04-17 14:59:00
ORD15153,Preparing,2026-04-17 15:05:00
ORD15153,Out For Delivery,2026-04-17 15:18:00
ORD15153,Delivered,2026-04-17 15:23:00
ORD15154,Placed,2026-04-17 19:54:00
ORD15154,Preparing,2026-04-17 20:06:00
ORD15154,Out For Delivery,2026-04-17 20:20:00
ORD15154,Delivered,2026-04-17 20:29:00
ORD15155,Placed,2026-04-17 13:01:00
ORD15155,Cancelled,2026-04-17 13:06:00
ORD15156,Placed,2026-04-17 18:05:00
ORD15156,Preparing,2026-04-17 18:16:00
ORD15156,Out For Delivery,2026-04-17 18:21:00
ORD15156,Delivered,2026-04-17 18:29:00
ORD15157,Placed,2026-04-17 13:19:00
ORD15157,Preparing,2026-04-17 13:29:00
ORD15157,Out For Delivery,2026-04-17 13:42:00
ORD15157,Delivered,2026-04-17 13:55:00
ORD15158,Placed,2026-04-17 17:24:00
ORD15158,Preparing,2026-04-17 17:36:00
ORD15158,Out For Delivery,2026-04-17 17:46:00
ORD15158,Delivered,2026-04-17 17:58:00
ORD15159,Placed,2026-04-17 20:03:00
ORD15159,Preparing,2026-04-17 20:14:00
ORD15159,Out For Delivery,2026-04-17 20:27:00
ORD15159,Delivered,2026-04-17 20:38:00
ORD1516,Placed,2026-04-17 15:53:00
ORD1516,Cancelled,2026-04-17 16:08:00
ORD15160,Placed,2026-04-17 17:30:00
ORD15160,Cancelled,2026-04-17 17:37:00
ORD15161,Placed,2026-04-17 14:35:00
ORD15161,Preparing,2026-04-17 14:40:00
ORD15161,Out For Delivery,2026-04-17 14:52:00
ORD15161,Delivered,2026-04-17 15:02:00
ORD15162,Placed,2026-04-17 16:38:00
ORD15162,Preparing,2026-04-17 16:53:00
ORD15162,Out For Delivery,2026-04-17 17:08:00
ORD15162,Delivered,2026-04-17 17:13:00
ORD15163,Placed,2026-04-17 18:23:00
ORD15163,Preparing,2026-04-17 18:36:00
ORD15163,Out For Delivery,2026-04-17 18:48:00
ORD15163,Delivered,2026-04-17 19:02:00
ORD15164,Placed,2026-04-17 17:26:00
ORD15164,Preparing,2026-04-17 17:41:00
ORD15164,Out For Delivery,2026-04-17 17:48:00
ORD15164,Delivered,2026-04-17 18:00:00
ORD15165,Placed,2026-04-17 15:39:00
ORD15165,Preparing,2026-04-17 15:52:00
ORD15165,Out For Delivery,2026-04-17 15:59:00
ORD15165,Delivered,2026-04-17 16:12:00
ORD15166,Placed,2026-04-17 12:28:00
ORD15166,Preparing,2026-04-17 12:40:00
ORD15166,Out For Delivery,2026-04-17 12:49:00
ORD15166,Delivered,2026-04-17 13:02:00
ORD15167,Placed,2026-04-17 14:48:00
ORD15167,Preparing,2026-04-17 14:57:00
ORD15167,Out For Delivery,2026-04-17 15:10:00
ORD15167,Delivered,2026-04-17 15:23:00
ORD15168,Placed,2026-04-17 10:24:00
ORD15168,Preparing,2026-04-17 10:30:00
ORD15168,Out For Delivery,2026-04-17 10:40:00
ORD15168,Delivered,2026-04-17 10:50:00
ORD15169,Placed,2026-04-17 14:51:00
ORD15169,Preparing,2026-04-17 15:05:00
ORD15169,Out For Delivery,2026-04-17 15:13:00
ORD15169,Delivered,2026-04-17 15:22:00
ORD1517,Placed,2026-04-17 18:29:00
ORD1517,Cancelled,2026-04-17 18:38:00
ORD15170,Placed,2026-04-17 10:24:00
ORD15170,Preparing,2026-04-17 10:38:00
ORD15170,Out For Delivery,2026-04-17 10:47:00
ORD15170,Delivered,2026-04-17 10:56:00
ORD15171,Placed,2026-04-17 15:09:00
ORD15171,Preparing,2026-04-17 15:22:00
ORD15171,Out For Delivery,2026-04-17 15:32:00
ORD15171,Delivered,2026-04-17 15:47:00
ORD15172,Placed,2026-04-17 11:47:00
ORD15172,Cancelled,2026-04-17 11:54:00
ORD15173,Placed,2026-04-17 11:17:00
ORD15173,Preparing,2026-04-17 11:24:00
ORD15173,Out For Delivery,2026-04-17 11:37:00
ORD15173,Delivered,2026-04-17 11:44:00
ORD15174,Placed,2026-04-17 17:46:00
ORD15174,Preparing,2026-04-17 17:59:00
ORD15174,Out For Delivery,2026-04-17 18:09:00
ORD15174,Delivered,2026-04-17 18:16:00
ORD15175,Placed,2026-04-17 14:35:00
ORD15175,Preparing,2026-04-17 14:41:00
