item_id,order_id,product_id,quantity,unit_price,subtotal
ITEM002537,ORD01411,PROD081,1,308.5,308.5
ITEM002538,ORD04069,PROD073,4,385.5,1542.0
ITEM002539,ORD01768,PROD064,4,604.58,2418.32
ITEM002540,ORD03849,PROD109,4,337.33,1349.32
ITEM002541,ORD02317,PROD086,1,203.68,203.68
ITEM002542,ORD00818,PROD093,3,508.22,1524.66
ITEM002543,ORD00454,PROD101,1,433.44,433.44
ITEM002544,ORD04047,PROD134,6,767.78,4606.68
ITEM002545,ORD02506,PROD007,2,688.97,1377.94
ITEM002546,ORD01385,PROD034,5,635.06,3175.3
ITEM002547,ORD00807,PROD037,1,392.58,392.58
ITEM002548,ORD02758,PROD108,4,223.75,895.0
ITEM002549,ORD00363,PROD041,4,560.45,2241.8
ITEM002550,ORD01600,PROD115,4,106.38,425.52
ITEM002551,ORD03369,PROD121,6,138.65,831.9
ITEM002552,ORD01293,PROD033,2,241.55,483.1
ITEM002553,ORD02780,PROD045,3,566.85,1700.55
ITEM002554,ORD03527,PROD048,4,122.27,489.08
ITEM002555,ORD00212,PROD088,6,408.74,2452.44
ITEM002556,ORD02001,PROD005,4,796.17,3184.68
ITEM002557,ORD00950,PROD107,4,57.1,228.4
ITEM002558,ORD00330,PROD085,1,499.54,499.54
ITEM002559,ORD00472,PROD104,6,187.07,1122.42
ITEM002560,ORD04956,PROD147,1,97.64,97.64
ITEM002561,ORD999999,PROD113,3,445.94,1337.82
ITEM002562,ORD00232,PROD015,3,627.35,1882.05
ITEM002563,ORD03245,PROD026,2,649.72,1299.44
ITEM002564,ORD04311,PROD147,4,116.11,464.44
ITEM002565,ORD00106,PROD132,1,436.24,436.24
ITEM002566,ORD03920,PROD150,5,581.83,2909.15
ITEM002567,ORD02074,PROD014,2,275.08,550.16
ITEM002568,ORD00546,PROD138,5,498.78,2493.9
ITEM002569,ORD01884,PROD073,3,564.71,1694.13
ITEM002570,ORD00191,PROD113,2,539.0,1078.0
ITEM002571,ORD04919,PROD102,1,624.79,624.79
ITEM002572,ORD03648,PROD044,3,325.82,977.46
ITEM002573,ORD03560,PROD092,1,153.71,153.71
ITEM002574,ORD03587,PROD112,2,709.34,1418.68
ITEM002575,ORD01628,PROD144,3,347.0,1041.0
ITEM002576,ORD02732,PROD016,1,296.94,296.94
ITEM002577,ORD02216,PROD110,2,507.06,1014.12
ITEM002578,ORD01509,PROD062,3,661.15,1983.45
ITEM002579,ORD00725,PROD045,1,717.14,717.14
ITEM002580,ORD01055,PROD057,0,451.1,2706.6
ITEM002581,ORD04348,PROD035,6,547.77,3286.62
ITEM002582,ORD02067,PROD080,6,295.5,1773.0
ITEM002583,ORD00411,PROD150,6,91.74,550.44
ITEM002584,ORD04729,PROD141,5,377.12,1885.6
ITEM002585,ORD02646,PROD058,3,322.98,968.94
ITEM002586,ORD00582,PROD029,3,709.01,2127.03
ITEM002587,ORD02015,PROD105,6,768.39,4610.34
ITEM002588,ORD00646,PROD042,2,102.15,204.3
ITEM002589,ORD03270,PROD110,5,262.35,1311.75
ITEM002590,ORD04445,PROD011,2,306.98,613.96
ITEM002591,ORD01049,PROD038,5,589.32,2946.6
ITEM002592,ORD00073,PROD075,5,297.57,1487.85
ITEM002593,ORD00629,PROD135,6,468.73,2812.38
ITEM002594,ORD00535,PROD064,6,333.1,1998.6
ITEM002595,ORD01915,PROD068,4,333.9,1335.6
ITEM002596,ORD03271,PROD054,1,794.48,794.48
ITEM002597,ORD00120,PROD130,4,646.26,2585.04
ITEM002598,ORD02202,PROD088,1,443.61,443.61
ITEM002599,ORD03695,PROD069,6,617.39,3704.34
ITEM002600,ORD04572,PROD132,5,762.69,3813.45
ITEM002601,ORD00385,PROD060,5,83.6,418.0
ITEM002602,ORD03730,PROD068,6,433.18,2599.08
ITEM002603,ORD999999,PROD109,1,732.75,732.75
ITEM002604,ORD03012,PROD057,5,222.0,1110.0
ITEM002605,ORD02955,PROD116,4,637.62,2550.48
ITEM002606,ORD02066,PROD011,5,436.08,2180.4
ITEM002607,ORD02749,PROD135,6,488.59,2931.54
ITEM002608,ORD01772,PROD132,6,793.39,4760.34
ITEM002609,ORD03367,PROD114,6,109.65,657.9
ITEM002610,ORD04119,PROD114,6,548.94,3293.64
ITEM002611,ORD02540,PROD034,5,178.64,893.2
ITEM002612,ORD04755,PROD140,1,468.82,468.82
ITEM002613,ORD00793,PROD147,2,123.32,246.64
ITEM002614,ORD03937,PROD134,4,655.67,2622.68
ITEM002615,ORD00537,PROD072,1,338.13,338.13
ITEM002616,ORD00850,PROD142,6,389.43,2336.58
ITEM002617,ORD00970,PROD103,4,195.52,782.08
ITEM002618,ORD02266,PROD009,2,754.17,1508.34
ITEM002619,ORD04038,PROD107,3,685.57,2056.71
ITEM002620,ORD03434,PROD055,4,679.09,2716.36
ITEM002621,ORD00791,PROD043,3,291.16,873.48
ITEM002622,ORD02251,PROD148,5,693.25,3466.25
ITEM002623,ORD00830,PROD090,1,498.53,498.53
ITEM002624,ORD01300,PROD108,2,642.19,1284.38
ITEM002625,ORD04822,PROD131,2,736.95,1473.9
ITEM002626,ORD04852,PROD043,2,219.4,438.8
ITEM002627,ORD03652,PROD063,2,742.98,1485.96
ITEM002628,ORD02234,PROD126,3,770.05,2310.15
ITEM002629,ORD00841,PROD089,5,342.91,1714.55
ITEM002630,ORD03656,PROD129,3,102.88,308.64
ITEM002631,ORD03619,PROD031,4,201.92,807.68
ITEM002632,ORD01625,PROD103,2,538.02,1076.04
ITEM002633,ORD03232,PROD029,1,438.85,438.85
ITEM002634,ORD04576,PROD072,6,563.2,3379.2
ITEM002635,ORD00373,PROD058,3,546.27,1638.81
ITEM002636,ORD04642,PROD055,3,534.18,1602.54
ITEM002637,ORD04171,PROD141,0,169.36,508.08
ITEM002638,ORD02969,PROD046,5,421.52,2107.6
ITEM002639,ORD03552,PROD059,5,357.0,1785.0
ITEM002640,ORD02806,PROD055,5,669.29,3346.45
ITEM002641,ORD01638,PROD052,4,202.79,811.16
ITEM002642,ORD02483,PROD134,1,500.53,500.53
ITEM002643,ORD04675,PROD038,1,440.69,440.69
ITEM002644,ORD02921,PROD028,5,765.9,3829.5
ITEM002645,ORD04153,PROD066,6,257.05,1542.3
ITEM002646,ORD04618,PROD021,2,59.45,118.9
ITEM002647,ORD04183,PROD010,1,481.16,481.16
ITEM002648,ORD03496,PROD096,2,728.23,1456.46
ITEM002649,ORD01033,PROD091,4,165.18,660.72
ITEM002650,ORD01256,PROD040,6,793.41,4760.46
ITEM002651,ORD02870,PROD107,6,747.46,4484.76
ITEM002652,ORD01554,PROD013,4,85.25,341.0
ITEM002653,ORD03070,PROD094,4,632.68,2530.72
ITEM002654,ORD04330,PROD034,3,631.42,1894.26
ITEM002655,ORD01687,PROD027,4,535.27,2141.08
ITEM002656,ORD04558,PROD104,5,130.17,650.85
ITEM002657,ORD04477,PROD144,4,651.29,2605.16
ITEM002658,ORD00725,PROD031,5,522.92,2614.6
ITEM002659,ORD01683,PROD069,1,427.59,427.59
ITEM002660,ORD03907,PROD103,0,621.18,1242.36
ITEM002661,ORD00153,PROD125,6,638.4,3830.4
ITEM002662,ORD00366,PROD085,4,436.93,1747.72
ITEM002663,ORD00452,PROD114,1,716.57,716.57
ITEM002664,ORD00519,PROD078,4,685.05,2740.2
ITEM002665,ORD03768,PROD045,2,403.14,806.28
ITEM002666,ORD03470,PROD061,1,592.77,592.77
ITEM002667,ORD00761,PROD101,6,63.5,381.0
ITEM002668,ORD01286,PROD033,4,340.78,1363.12
ITEM002669,ORD01098,PROD025,2,266.83,533.66
ITEM002670,ORD04174,PROD112,2,73.35,146.7
ITEM002671,ORD01074,PROD029,1,463.24,463.24
ITEM002672,ORD04266,PROD050,3,492.41,1477.23
ITEM002673,ORD04134,PROD110,2,423.4,846.8
ITEM002674,ORD04301,PROD136,2,272.76,545.52
ITEM002675,ORD04980,PROD137,1,592.83,592.83
ITEM002676,ORD04028,PROD034,5,439.1,2195.5
ITEM002677,ORD01500,PROD118,3,279.64,838.92
ITEM002678,ORD03869,PROD082,3,654.34,1963.02
ITEM002679,ORD02436,PROD091,2,187.17,374.34
ITEM002680,ORD03449,PROD011,4,75.66,302.64
ITEM002681,ORD02453,PROD031,3,555.85,1667.55
ITEM002682,ORD00804,PROD142,4,435.66,1742.64
ITEM002683,ORD01669,PROD003,1,256.97,256.97
ITEM002684,ORD02489,PROD073,2,422.18,844.36
ITEM002685,ORD03726,PROD102,6,481.62,2889.72
ITEM002686,ORD02095,PROD146,4,592.72,2370.88
ITEM002687,ORD03094,PROD081,1,267.58,267.58
ITEM002688,ORD03411,PROD012,1,484.84,484.84
ITEM002689,ORD04186,PROD080,6,751.25,4507.5
ITEM002690,ORD00139,PROD148,3,227.06,681.18
ITEM002691,ORD03868,PROD112,6,244.98,1469.88
ITEM002692,ORD04048,PROD148,4,674.98,2699.92
ITEM002693,ORD01824,PROD098,5,144.77,723.85
ITEM002694,ORD999999,PROD147,6,499.81,2998.86
ITEM002695,ORD00189,PROD077,4,506.84,2027.36
ITEM002696,ORD02688,PROD086,5,254.9,1274.5
ITEM002697,ORD01987,PROD108,6,637.74,3826.44
ITEM002698,ORD03156,PROD093,1,93.65,93.65
ITEM002699,ORD00860,PROD094,2,380.63,761.26
ITEM002700,ORD03957,PROD068,1,468.5,468.5
ITEM002701,ORD04731,PROD055,1,637.69,637.69
ITEM002702,ORD02380,PROD017,4,274.22,1096.88
ITEM002703,ORD04829,PROD134,5,226.17,1130.85
ITEM002704,ORD00013,PROD117,3,686.34,2059.02
ITEM002705,ORD03401,PROD036,5,565.47,2827.35
ITEM002706,ORD02889,PROD025,5,555.56,2777.8
ITEM002707,ORD01533,PROD050,1,565.14,565.14
ITEM002708,ORD03878,PROD105,6,120.59,723.54
ITEM002709,ORD00822,PROD051,1,77.76,77.76
ITEM002710,ORD01319,PROD105,3,351.38,1054.14
ITEM002711,ORD03999,PROD129,2,362.56,725.12
ITEM002712,ORD00675,PROD008,2,692.94,1385.88
ITEM002713,ORD01455,PROD052,6,613.2,3679.2
ITEM002714,ORD02557,PROD040,5,90.91,454.55
ITEM002715,ORD01321,PROD111,3,531.76,1595.28
ITEM002716,ORD03619,PROD149,6,534.48,3206.88
ITEM002717,ORD03476,PROD107,5,130.31,651.55
ITEM002718,ORD01804,PROD084,2,369.21,738.42
ITEM002719,ORD04420,PROD048,2,738.0,1476.0
ITEM002720,ORD04600,PROD020,6,156.33,937.98
ITEM002721,ORD01629,PROD107,3,758.17,2274.51
ITEM002722,ORD00635,PROD070,3,183.86,551.58
ITEM002723,ORD00420,PROD148,1,100.13,100.13
ITEM002724,ORD02635,PROD131,3,520.83,1562.49
ITEM002725,ORD02645,PROD078,1,174.16,174.16
ITEM002726,ORD00489,PROD030,2,729.03,1458.06
ITEM002727,ORD02716,PROD134,2,346.46,692.92
ITEM002728,ORD00451,PROD064,5,56.21,281.05
ITEM002729,ORD04958,PROD127,1,500.24,500.24
ITEM002730,ORD02483,PROD098,6,453.56,2721.36
ITEM002731,ORD04054,PROD105,1,81.6,81.6
ITEM002732,ORD02424,PROD062,3,748.09,2244.27
ITEM002733,ORD02750,PROD107,6,188.65,1131.9
ITEM002734,ORD00459,PROD059,6,194.68,1168.08
ITEM002735,ORD03904,PROD148,1,720.29,720.29
ITEM002736,ORD03455,PROD097,3,682.66,2047.98
ITEM002737,ORD03024,PROD085,5,464.47,2322.35
ITEM002738,ORD03689,PROD121,1,381.88,381.88
ITEM002739,ORD03551,PROD119,1,93.76,93.76
ITEM002740,ORD00277,PROD009,2,65.72,131.44
ITEM002741,ORD02859,PROD100,5,157.96,789.8
ITEM002742,ORD03825,PROD003,6,400.2,2401.2
ITEM002743,ORD03147,PROD110,5,50.5,252.5
ITEM002744,ORD02135,PROD084,3,95.58,286.74
ITEM002745,ORD00815,PROD079,2,622.04,1244.08
ITEM002746,ORD04933,PROD103,2,360.55,721.1
ITEM002747,ORD00785,PROD134,1,585.93,585.93
ITEM002748,ORD01911,PROD078,1,289.14,289.14
ITEM002749,ORD01305,PROD121,6,390.4,2342.4
ITEM002750,ORD04955,PROD106,1,738.0,738.0
ITEM002751,ORD01680,PROD063,6,519.22,3115.32
ITEM002752,ORD04432,PROD119,6,581.27,3487.62
ITEM002753,ORD04683,PROD015,5,93.14,465.7
ITEM002754,ORD01154,PROD142,3,86.48,259.44
ITEM002755,ORD00044,PROD048,6,298.38,1790.28
ITEM002756,ORD03345,PROD102,1,300.71,300.71
ITEM002757,ORD999999,PROD007,2,660.86,1321.72
ITEM002758,ORD04142,PROD117,2,395.05,790.1
ITEM002759,ORD00091,PROD030,5,70.12,350.6
ITEM002760,ORD03362,PROD027,4,385.84,1543.36
ITEM002761,ORD04671,PROD059,1,476.16,476.16
ITEM002762,ORD01595,PROD030,6,493.2,2959.2
ITEM002763,ORD04317,PROD073,4,64.67,258.68
ITEM002764,ORD02601,PROD053,1,236.34,236.34
ITEM002765,ORD02407,PROD126,1,691.29,691.29
ITEM002766,ORD01788,PROD026,3,774.63,2323.89
ITEM002767,ORD03967,PROD132,2,718.32,1436.64
ITEM002768,ORD00453,PROD009,2,588.11,1176.22
ITEM002769,ORD02611,PROD104,2,86.01,172.02
ITEM002770,ORD03487,PROD147,3,584.19,1752.57
ITEM002771,ORD00852,PROD130,4,713.84,2855.36
ITEM002772,ORD03010,PROD9999,1,377.17,377.17
ITEM002773,ORD02808,PROD132,4,652.03,2608.12
ITEM002774,ORD04829,PROD054,1,524.46,524.46
ITEM002775,ORD999999,PROD143,1,654.86,654.86
ITEM002776,ORD01869,PROD118,1,729.81,729.81
ITEM002777,ORD03358,PROD029,4,788.68,3154.72
ITEM002778,ORD00703,PROD131,2,652.6,1305.2
ITEM002779,ORD03449,PROD116,1,149.19,149.19
ITEM002780,ORD03693,PROD068,5,196.79,983.95
ITEM002781,ORD04388,PROD108,3,762.75,2288.25
ITEM002782,ORD02210,PROD070,3,205.34,616.02
ITEM002783,ORD04276,PROD081,5,495.77,2478.85
ITEM002784,ORD03708,PROD081,4,333.43,1333.72
ITEM002785,ORD04767,PROD9999,2,671.1,1342.2
ITEM002786,ORD04259,PROD016,1,400.77,400.77
ITEM002787,ORD03218,PROD075,2,383.69,767.38
ITEM002788,ORD03225,PROD150,2,443.78,887.56
ITEM002789,ORD02148,PROD114,4,117.57,470.28
ITEM002790,ORD02542,PROD127,4,532.7,2130.8
ITEM002791,ORD00835,PROD137,4,148.72,594.88
ITEM002792,ORD01011,PROD127,1,458.74,458.74
ITEM002793,ORD01102,PROD117,1,568.88,568.88
ITEM002794,ORD03467,PROD112,3,694.18,2082.54
ITEM002795,ORD02323,PROD149,1,533.4,533.4
ITEM002796,ORD04777,PROD050,4,274.55,1098.2
ITEM002797,ORD01308,PROD042,3,506.13,1518.39
ITEM002798,ORD02465,PROD091,4,671.82,2687.28
ITEM002799,ORD01116,PROD064,1,571.61,571.61
ITEM002800,ORD03101,PROD062,5,703.39,3516.95
ITEM002801,ORD04110,PROD116,4,414.3,1657.2
ITEM002802,ORD04058,PROD022,6,107.56,645.36
ITEM002803,ORD01864,PROD106,5,613.52,3067.6
ITEM002804,ORD02360,PROD127,5,204.18,1020.9
ITEM002805,ORD04017,PROD075,3,388.66,1165.98
ITEM002806,ORD02706,PROD094,3,474.23,1422.69
ITEM002807,ORD03897,PROD117,6,351.4,2108.4
ITEM002808,ORD01426,PROD024,4,424.93,1699.72
ITEM002809,ORD04800,PROD074,3,282.48,847.44
ITEM002810,ORD04773,PROD045,3,419.77,1259.31
ITEM002811,ORD04792,PROD096,3,754.69,2264.07
ITEM002812,ORD03846,PROD043,1,77.31,77.31
ITEM002813,ORD03137,PROD138,1,335.48,335.48
ITEM002814,ORD02009,PROD122,6,378.39,2270.34
ITEM002815,ORD01623,PROD146,5,452.3,2261.5
ITEM002816,ORD02790,PROD014,3,426.57,1279.71
ITEM002817,ORD02539,PROD071,4,669.48,2677.92
ITEM002818,ORD00945,PROD136,5,53.01,265.05
ITEM002819,ORD03702,PROD005,4,130.3,521.2
ITEM002820,ORD02174,PROD131,1,71.99,71.99
ITEM002821,ORD00037,PROD113,2,102.87,205.74
ITEM002822,ORD01122,PROD103,2,280.04,560.08
ITEM002823,ORD04157,PROD006,1,407.03,407.03
ITEM002824,ORD00502,PROD003,1,390.72,390.72
ITEM002825,ORD01951,PROD141,1,266.39,266.39
ITEM002826,ORD03978,PROD093,2,195.17,390.34
ITEM002827,ORD01108,PROD062,5,176.32,881.6
ITEM002828,ORD01973,PROD032,6,725.72,4354.32
ITEM002829,ORD02278,PROD012,1,637.07,637.07
ITEM002830,ORD03168,PROD065,2,175.38,350.76
ITEM002831,ORD00340,PROD055,3,332.76,998.28
ITEM002832,ORD02241,PROD074,4,179.18,716.72
ITEM002833,ORD02348,PROD039,5,698.22,3491.1
ITEM002834,ORD01934,PROD097,1,629.93,629.93
ITEM002835,ORD01477,PROD115,3,331.6,994.8
ITEM002836,ORD02900,PROD079,6,254.08,1524.48
ITEM002837,ORD01794,PROD130,6,112.8,676.8
ITEM002838,ORD04705,PROD037,3,598.68,1796.04
ITEM002839,ORD00897,PROD044,5,377.99,1889.95
ITEM002840,ORD04033,PROD036,5,572.02,2860.1
ITEM002841,ORD01806,PROD068,5,460.42,2302.1
ITEM002842,ORD04966,PROD060,4,382.03,1528.12
ITEM002843,ORD02258,PROD088,3,627.57,1882.71
ITEM002844,ORD02507,PROD119,2,416.94,833.88
ITEM002845,ORD01894,PROD065,5,209.9,1049.5
ITEM002846,ORD03666,PROD057,4,456.03,1824.12
ITEM002847,ORD01605,PROD020,1,698.74,698.74
ITEM002848,ORD00933,PROD108,3,309.76,929.28
ITEM002849,ORD03099,PROD091,4,76.19,304.76
ITEM002850,ORD03923,PROD023,6,454.93,2729.58
ITEM002851,ORD01856,PROD102,2,629.33,1258.66
ITEM002852,ORD00141,PROD086,5,278.81,1394.05
ITEM002853,ORD01989,PROD022,1,721.52,721.52
ITEM002854,ORD01138,PROD033,2,74.05,148.1
ITEM002855,ORD04425,PROD033,6,372.57,2235.42
ITEM002856,ORD03251,PROD143,6,609.18,3655.08
ITEM002857,ORD03938,PROD9999,5,778.75,3893.75
ITEM002858,ORD04423,PROD059,5,611.81,3059.05
ITEM002859,ORD03517,PROD026,5,176.79,883.95
ITEM002860,ORD00663,PROD005,2,513.74,1027.48
ITEM002861,ORD01701,PROD049,3,60.67,182.01
ITEM002862,ORD03632,PROD033,5,589.25,2946.25
ITEM002863,ORD03247,PROD033,1,572.61,572.61
ITEM002864,ORD00108,PROD083,2,201.17,402.34
ITEM002865,ORD03212,PROD019,1,546.02,546.02
ITEM002866,ORD00909,PROD087,1,795.99,795.99
ITEM002867,ORD02066,PROD086,5,706.21,3531.05
ITEM002868,ORD03071,PROD121,5,163.5,817.5
ITEM002869,ORD00122,PROD9999,4,52.33,209.32
ITEM002870,ORD00106,PROD130,5,279.53,1397.65
ITEM002871,ORD04614,PROD069,5,394.64,1973.2
ITEM002872,ORD00176,PROD055,5,438.31,2191.55
ITEM002873,ORD00827,PROD003,3,705.04,2115.12
ITEM002874,ORD01187,PROD108,1,373.52,373.52
ITEM002875,ORD04031,PROD144,5,523.37,2616.85
ITEM002876,ORD00562,PROD025,1,123.03,123.03
ITEM002877,ORD03400,PROD126,5,276.86,1384.3
ITEM002878,ORD01266,PROD149,4,554.9,2219.6
ITEM002879,ORD03321,PROD110,6,668.02,4008.12
ITEM002880,ORD04944,PROD086,2,107.54,215.08
ITEM002881,ORD02282,PROD055,4,295.27,1181.08
ITEM002882,ORD00652,PROD124,6,183.99,1103.94
ITEM002883,ORD999999,PROD040,2,221.14,442.28
ITEM002884,ORD03052,PROD070,3,663.41,1990.23
ITEM002885,ORD00682,PROD074,6,485.82,2914.92
ITEM002886,ORD00075,PROD019,4,111.29,445.16
ITEM002887,ORD03142,PROD008,4,200.08,800.32
ITEM002888,ORD02590,PROD140,3,447.98,1343.94
ITEM002889,ORD03637,PROD027,2,640.79,1281.58
ITEM002890,ORD00049,PROD083,4,466.39,1865.56
ITEM002891,ORD01710,PROD060,6,789.53,4737.18
ITEM002892,ORD02759,PROD035,2,255.18,510.36
ITEM002893,ORD01866,PROD034,2,363.34,726.68
ITEM002894,ORD02251,PROD037,2,720.55,1441.1
ITEM002895,ORD02765,PROD116,4,59.42,237.68
ITEM002896,ORD01240,PROD032,4,243.56,974.24
ITEM002897,ORD04436,PROD138,5,748.95,3744.75
ITEM002898,ORD04646,PROD026,4,503.51,2014.04
ITEM002899,ORD04236,PROD9999,2,669.45,1338.9
ITEM002900,ORD04545,PROD144,3,133.21,399.63
ITEM002901,ORD03475,PROD110,1,160.53,160.53
ITEM002902,ORD03078,PROD142,3,639.12,1917.36
ITEM002903,ORD02475,PROD145,2,739.69,1479.38
ITEM002904,ORD00329,PROD041,4,681.26,2725.04
ITEM002905,ORD02276,PROD140,2,299.04,598.08
ITEM002906,ORD03106,PROD076,4,551.01,2204.04
ITEM002907,ORD00894,PROD099,5,235.37,1176.85
ITEM002908,ORD04279,PROD125,2,556.48,1112.96
ITEM002909,ORD02358,PROD094,2,766.09,1532.18
ITEM002910,ORD04035,PROD087,4,150.88,603.52
ITEM002911,ORD04511,PROD012,1,158.77,158.77
ITEM002912,ORD02200,PROD013,4,397.73,1590.92
ITEM002913,ORD00755,PROD023,3,711.17,2133.51
ITEM002914,ORD02531,PROD146,5,304.13,1520.65
ITEM002915,ORD03517,PROD125,1,467.87,467.87
ITEM002916,ORD04881,PROD073,3,609.37,1828.11
ITEM002917,ORD03125,PROD111,2,527.28,1054.56
ITEM002918,ORD03456,PROD103,3,114.04,342.12
ITEM002919,ORD02049,PROD051,4,77.92,311.68
ITEM002920,ORD02486,PROD037,2,466.19,932.38
ITEM002921,ORD04331,PROD016,1,54.68,54.68
ITEM002922,ORD02834,PROD053,3,519.12,1557.36
ITEM002923,ORD04219,PROD030,2,195.62,391.24
ITEM002924,ORD01586,PROD055,4,85.01,340.04
ITEM002925,ORD999999,PROD106,1,147.08,147.08
ITEM002926,ORD00263,PROD121,2,725.29,1450.58
ITEM002927,ORD01982,PROD114,4,62.18,248.72
ITEM002928,ORD999999,PROD111,1,83.25,83.25
ITEM002929,ORD00531,PROD072,5,785.31,3926.55
ITEM002930,ORD04979,PROD100,1,322.99,322.99
ITEM002931,ORD03594,PROD144,2,362.38,724.76
ITEM002932,ORD02756,PROD115,3,710.84,2132.52
ITEM002933,ORD02825,PROD012,5,525.22,2626.1
ITEM002934,ORD00206,PROD060,3,59.9,179.7
ITEM002935,ORD03119,PROD021,4,474.31,1897.24
ITEM002936,ORD01620,PROD052,3,292.15,876.45
ITEM002937,ORD02202,PROD049,2,605.52,1211.04
ITEM002938,ORD03068,PROD025,4,276.48,1105.92
ITEM002939,ORD00786,PROD041,6,428.26,2569.56
ITEM002940,ORD00896,PROD120,3,538.67,1616.01
ITEM002941,ORD04814,PROD025,4,540.37,2161.48
ITEM002942,ORD00240,PROD139,1,154.38,154.38
ITEM002943,ORD00252,PROD136,6,174.26,1045.56
ITEM002944,ORD04789,PROD113,1,284.06,284.06
ITEM002945,ORD02863,PROD085,1,784.79,784.79
ITEM002946,ORD00155,PROD029,6,476.9,2861.4
ITEM002947,ORD03453,PROD114,1,538.57,538.57
ITEM002948,ORD00236,PROD088,4,102.01,408.04
ITEM002949,ORD02722,PROD149,3,98.19,294.57
ITEM002950,ORD01110,PROD008,2,336.5,673.0
ITEM002951,ORD02252,PROD039,5,740.91,3704.55
ITEM002952,ORD03151,PROD134,3,714.57,2143.71
ITEM002953,ORD00604,PROD139,1,531.02,531.02
ITEM002954,ORD02758,PROD010,1,608.86,608.86
ITEM002955,ORD03688,PROD036,5,120.18,600.9
ITEM002956,ORD01098,PROD047,5,80.5,402.5
ITEM002957,ORD04124,PROD150,2,767.33,1534.66
ITEM002958,ORD01380,PROD054,1,630.41,630.41
ITEM002959,ORD02091,PROD120,5,101.72,508.6
ITEM002960,ORD01049,PROD061,5,766.25,3831.25
ITEM002961,ORD01788,PROD017,3,751.24,2253.72
ITEM002962,ORD02970,PROD080,4,663.28,2653.12
ITEM002963,ORD00070,PROD147,5,546.79,2733.95
ITEM002964,ORD00641,PROD045,1,334.07,334.07
ITEM002965,ORD04773,PROD080,2,618.07,1236.14
ITEM002966,ORD02842,PROD020,2,675.44,1350.88
ITEM002967,ORD04389,PROD134,5,252.76,1263.8
ITEM002968,ORD04686,PROD068,5,388.37,1941.85
ITEM002969,ORD01777,PROD9999,1,488.72,488.72
ITEM002970,ORD04368,PROD125,1,711.62,711.62
ITEM002971,ORD04458,PROD147,2,660.33,1320.66
ITEM002972,ORD01416,PROD006,1,632.15,632.15
ITEM002973,ORD03804,PROD044,5,128.52,642.6
ITEM002974,ORD00263,PROD039,1,427.69,427.69
ITEM002975,ORD00152,PROD090,6,91.93,551.58
ITEM002976,ORD03035,PROD006,1,648.53,648.53
ITEM002977,ORD00677,PROD117,2,650.61,1301.22
ITEM002978,ORD04639,PROD067,2,559.33,1118.66
ITEM002979,ORD03505,PROD019,5,355.37,1776.85
ITEM002980,ORD01411,PROD030,5,327.58,1637.9
ITEM002981,ORD00423,PROD076,6,758.93,4553.58
ITEM002982,ORD04767,PROD142,5,401.12,2005.6
ITEM002983,ORD03368,PROD030,5,329.11,1645.55
ITEM002984,ORD00167,PROD041,1,747.86,747.86
ITEM002985,ORD04519,PROD112,4,291.21,1164.84
ITEM002986,ORD00945,PROD085,4,173.85,695.4
ITEM002987,ORD01882,PROD081,1,397.97,397.97
ITEM002988,ORD01885,PROD039,4,177.74,710.96
ITEM002989,ORD00233,PROD049,3,509.34,1528.02
ITEM002990,ORD00961,PROD020,6,746.96,4481.76
ITEM002991,ORD04946,PROD135,2,787.77,1575.54
ITEM002992,ORD03544,PROD022,1,50.08,50.08
ITEM002993,ORD00216,PROD022,1,720.28,720.28
ITEM002994,ORD02079,PROD149,2,433.54,867.08
ITEM002995,ORD03086,PROD078,3,237.4,712.2
ITEM002996,ORD04480,PROD107,4,179.75,719.0
ITEM002997,ORD00388,PROD9999,4,224.81,899.24
ITEM002998,ORD02819,PROD010,5,102.32,511.6
ITEM002999,ORD00101,PROD117,4,708.71,2834.84
ITEM003000,ORD03497,PROD106,1,268.0,268.0
ITEM003001,ORD02165,PROD091,3,386.17,1158.51
ITEM003002,ORD00360,PROD106,4,766.15,3064.6
ITEM003003,ORD01497,PROD114,1,255.06,255.06
ITEM003004,ORD03055,PROD026,6,354.08,2124.48
ITEM003005,ORD04060,PROD071,4,238.63,954.52
ITEM003006,ORD02735,PROD106,4,444.76,1779.04
ITEM003007,ORD01407,PROD041,3,242.09,726.27
ITEM003008,ORD04340,PROD039,3,71.91,215.73
ITEM003009,ORD04272,PROD019,2,171.57,343.14
ITEM003010,ORD01594,PROD027,6,794.85,4769.1
ITEM003011,ORD01217,PROD064,5,273.86,1369.3
ITEM003012,ORD04829,PROD146,3,80.35,241.05
ITEM003013,ORD02132,PROD025,5,181.2,906.0
ITEM003014,ORD04639,PROD025,1,54.57,54.57
ITEM003015,ORD03699,PROD046,3,517.18,1551.54
ITEM003016,ORD04990,PROD077,6,392.93,2357.58
ITEM003017,ORD03394,PROD121,3,609.37,1828.11
ITEM003018,ORD00017,PROD119,2,138.44,276.88
ITEM003019,ORD04544,PROD150,6,559.67,3358.02
ITEM003020,ORD00229,PROD015,4,605.51,2422.04
ITEM003021,ORD03224,PROD137,4,762.19,3048.76
ITEM003022,ORD03171,PROD094,5,688.79,3443.95
ITEM003023,ORD00700,PROD094,3,596.26,1788.78
ITEM003024,ORD03849,PROD105,3,284.22,852.66
ITEM003025,ORD04395,PROD096,4,108.33,433.32
